,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),holidays,HVM2,HVNM,HVEM,CentralPP,EEBuilding,MSBuilding,LSBuilding,MEBuilding,LGLibrary,StartupB,KumhoHall,CoolingPump123,CoolingPump456,MarriedAptE,Dorm9,AdvancedLight,MSBuildingE,EEBuildingE,LSBuildingE,MEBuildingE,LGLibraryE,CentralPPE,AdvancedLightE,HVNM1,HVNM2,HighVoltageCapacitor,RenewableEnergyBuilding,CollegeB,CollegeDormA,StudentUnion2,ScholarPP,FacultyApt,CollegeC,CentralResearchEquipmentCenter,CollegeA,DasanBuilding,IndustryCollabResearchBuilding,RenewableEnergyBuildingE,CollegeBE,CollegeDormAE,ScholarPPE,StudentUnion2E,FacultyAptE,CollegeCE,CentralResearchEquipmentCenterE,CollegeAE,DasanBuildingE,IndustryCollabResearchBuildingE,SV2,SV5,SV6
322,10,24.6,2.9,2.8,200.0,99,994.8,0.0,0.13,25.2,0.0,1940.7,2375.4,601.8,182.0,465.0,514.8,761.9,229.8,280.1,57.1,53.1,0.0,0.0,328.2,61.8,901.7,42.6,154.3,121.4,28.4,75.4,153.2,105.8,150.6,2925.3,339.1,1181.8,432.9,106.7,212.1,71.1,81.4,264.9,315.7,98.3,608.0,37.6,146.3,57.2,31.1,26.7,46.7,30.4,46.9,63.9,33.0,87.7,26.7,3916.75,3010.1,1049.75
323,11,24.9,0.0,4.4,230.0,99,995.0,0.0,0.22,25.6,0.0,1925.3,2401.2,650.6,182.9,481.3,525.9,725.7,239.9,274.8,52.1,58.1,0.0,0.0,330.5,61.8,909.7,47.5,160.3,118.4,23.7,77.6,203.6,102.9,134.1,2923.8,354.7,1191.5,430.5,121.1,206.5,80.5,70.9,264.5,326.6,89.3,611.8,28.7,142.8,60.4,36.7,25.7,37.0,31.1,42.2,69.0,35.2,83.8,27.7,3960.7,3037.5,1034.8
324,12,25.4,0.0,3.0,230.0,99,994.8,0.0,0.22,25.8,0.0,1974.9,2304.7,656.8,130.6,479.5,521.6,673.4,235.6,290.1,59.5,61.0,0.0,0.0,378.4,62.6,889.4,45.7,156.0,103.6,23.9,81.7,213.6,98.4,137.2,2944.5,354.7,1189.5,403.6,139.7,237.0,68.4,77.8,264.1,318.7,84.3,585.5,33.7,143.4,60.8,37.3,28.5,48.8,33.4,45.0,56.9,39.1,94.3,24.4,3989.0,3015.9,1061.05
325,13,25.9,0.0,6.2,230.0,99,994.5,0.0,0.29,26.2,0.0,1884.0,2477.8,633.8,204.6,490.9,552.3,699.3,240.4,281.6,70.7,57.8,0.0,0.0,357.4,61.7,891.1,47.9,157.4,103.9,23.4,76.9,190.5,104.9,171.1,2993.9,340.2,1243.0,429.1,128.1,220.6,75.1,76.4,268.2,330.2,86.4,620.6,35.3,148.7,64.2,45.0,35.8,44.0,37.0,45.4,72.5,32.8,94.0,22.4,4025.3,3082.3,1029.8500000000001
326,14,26.0,0.0,5.5,230.0,99,994.4,0.0,0.23,26.1,0.0,1824.7,2460.8,556.3,315.7,479.3,567.6,705.2,251.3,289.1,66.9,60.1,0.0,0.0,342.6,60.9,872.8,42.6,155.2,103.5,28.0,81.1,101.7,96.6,176.1,2993.4,341.8,1230.2,427.0,110.5,221.8,72.8,70.8,261.8,330.2,89.8,641.9,41.6,154.6,59.7,43.3,34.4,47.5,35.7,45.7,71.0,30.0,103.1,26.5,4019.05,3130.8,1004.15
327,15,26.3,0.0,5.6,230.0,99,993.9,0.0,0.29,26.5,0.0,1932.8,2460.3,572.6,215.3,466.7,586.5,709.7,241.2,282.8,53.1,59.9,0.0,0.0,361.5,54.1,899.0,47.2,151.8,103.8,24.4,84.5,105.2,96.2,186.4,2965.3,328.4,1238.9,448.9,126.6,209.3,70.0,69.7,273.2,298.0,81.9,616.8,41.7,157.7,58.2,42.0,28.6,33.9,37.9,48.2,57.3,34.0,93.8,22.1,4021.2,3091.85,1058.9
328,16,26.3,0.0,4.0,230.0,99,993.6,0.0,0.27,26.4,0.0,1851.6,2359.9,593.0,161.6,457.8,555.6,658.0,235.2,285.1,44.8,63.1,0.0,0.0,322.1,56.1,898.0,42.7,151.1,105.6,26.1,86.9,151.4,102.8,201.7,2995.2,334.7,1229.0,452.5,146.0,195.5,78.1,76.1,274.3,308.3,84.6,647.3,45.7,156.2,57.2,36.4,37.5,37.2,32.6,44.2,66.5,30.8,97.4,25.9,3939.7,3067.55,1035.6000000000001
329,17,25.9,0.1,5.4,230.0,99,993.8,0.0,0.21,26.2,0.0,1467.0,2330.2,579.8,139.4,460.7,536.0,669.0,225.3,307.7,56.8,59.2,0.0,0.0,321.7,74.3,832.0,45.4,150.0,102.0,27.2,77.3,141.4,102.6,179.6,2929.4,0.0,1191.0,447.5,140.2,212.9,86.0,86.7,270.6,317.9,76.6,601.1,43.5,153.6,65.3,37.4,29.2,52.7,30.0,51.6,70.5,32.4,95.2,19.6,3712.3,3014.55,829.1
330,18,26.1,0.0,4.2,230.0,99,993.5,0.0,0.15,25.9,0.0,1431.7,2119.4,527.5,126.0,405.9,510.4,583.2,194.5,287.7,46.6,56.7,0.0,0.0,340.1,58.9,796.5,45.6,149.2,87.4,23.1,80.8,112.7,73.3,157.9,2735.8,0.0,1119.4,359.5,166.9,228.0,68.2,98.6,238.2,291.0,60.6,581.8,38.4,136.4,46.8,41.7,28.1,52.1,29.7,40.0,63.5,31.5,82.9,26.5,3436.1,2757.1,799.1999999999999
331,19,26.3,0.0,3.4,250.0,99,993.7,0.0,0.08,25.7,0.0,1444.3,2025.6,481.1,118.5,408.8,488.1,555.6,153.0,282.2,46.0,50.2,0.0,0.0,334.6,58.7,765.7,36.6,135.4,77.2,18.4,62.1,138.1,65.5,146.1,2599.0,0.0,1060.0,322.5,134.0,143.8,57.5,106.1,225.3,294.8,41.9,540.2,41.0,121.2,45.3,35.8,41.4,39.4,42.0,44.1,61.7,18.5,74.6,19.9,3242.55,2608.3,806.3
332,20,26.1,0.0,3.6,230.0,99,993.9,0.0,0.07,25.5,0.0,1409.7,1952.8,482.5,114.9,421.1,486.4,510.1,144.8,271.1,35.9,54.8,0.0,0.0,335.2,60.8,722.1,37.5,132.1,71.2,20.6,60.1,136.2,93.0,139.7,2473.5,0.0,1031.2,309.9,138.0,87.4,61.5,108.8,223.2,270.5,46.9,531.2,40.4,116.4,46.4,51.9,46.6,28.3,37.8,41.8,50.0,13.0,67.3,19.0,3163.95,2518.3,769.75
333,21,26.1,0.0,3.8,230.0,99,994.5,0.0,0.0,25.5,0.0,1425.7,1904.2,485.3,119.2,402.5,484.8,488.7,144.3,257.7,36.8,49.3,0.0,0.0,354.7,78.5,758.8,36.0,135.6,72.2,12.5,52.0,156.7,69.9,137.0,2462.3,0.0,1072.6,311.7,152.7,84.2,53.9,103.9,225.0,306.0,40.7,543.0,36.6,118.2,44.0,47.7,46.0,35.7,29.1,36.4,49.0,28.3,68.5,18.7,3169.25,2477.65,791.4000000000001
334,22,26.2,0.0,2.6,230.0,99,994.4,0.0,0.0,25.4,0.0,1404.2,1874.2,500.7,115.4,392.0,481.2,524.3,133.9,252.8,37.4,53.9,0.0,0.0,336.8,65.8,706.7,34.6,126.1,70.9,23.0,39.7,174.2,67.4,134.5,2394.5,0.0,1023.0,294.9,159.3,65.8,53.8,101.3,203.5,324.5,30.9,521.8,36.0,121.4,37.0,41.8,36.7,34.5,31.5,21.4,48.2,12.6,65.1,18.8,3110.4,2454.15,773.8
335,23,26.2,0.0,2.2,230.0,99,994.4,0.0,0.0,25.3,0.0,1425.5,1817.0,482.2,116.1,388.9,469.0,472.9,136.6,272.5,28.8,48.8,0.0,0.0,348.2,63.0,740.8,32.9,122.8,68.8,19.5,36.9,159.9,65.5,140.1,2335.7,324.6,1024.5,296.2,187.0,66.3,61.4,92.7,205.1,269.5,29.9,505.7,34.9,109.6,29.6,40.6,37.1,22.7,28.0,33.7,48.5,13.3,60.7,18.7,3059.35,2379.6,784.7
336,0,25.4,0.3,2.9,250.0,99,994.6,0.0,0.0,25.2,1.0,1379.1,1724.2,438.1,108.4,379.0,447.9,473.2,123.3,240.1,24.9,53.9,0.0,0.0,343.7,58.9,704.4,30.2,124.6,68.1,8.0,33.0,134.3,65.7,138.1,2292.6,0.0,988.2,286.6,166.8,69.2,62.4,87.4,208.6,270.9,30.0,507.0,37.9,107.5,28.4,40.6,40.3,31.0,25.0,31.0,48.3,12.2,53.3,19.3,2961.8,2289.55,758.0
337,1,25.2,1.4,4.4,230.0,99,994.1,0.0,0.0,25.1,1.0,1373.3,1702.5,437.6,110.8,382.4,444.7,510.3,121.2,193.6,37.2,53.1,0.0,0.0,303.3,59.1,735.7,29.6,118.7,68.2,20.6,33.7,131.3,65.5,137.5,2238.9,0.0,984.2,274.6,158.6,62.9,54.1,67.9,210.1,271.0,35.7,480.0,35.8,101.3,36.8,33.8,34.1,20.3,31.9,33.0,51.7,13.8,50.8,18.8,2901.0,2253.2,762.4
338,2,25.7,0.0,3.4,250.0,99,994.3,0.0,0.0,25.1,1.0,1343.4,1671.0,418.8,99.4,374.2,444.3,452.4,120.9,202.2,56.0,52.9,0.0,0.0,277.5,57.5,720.7,23.7,123.5,66.1,13.0,33.1,119.6,65.3,139.5,2170.9,0.0,936.7,255.0,145.6,54.2,54.1,58.3,202.4,268.8,32.3,480.1,34.2,98.2,27.9,38.5,38.0,22.2,21.8,19.3,47.7,13.6,58.7,18.6,2844.5,2201.95,747.55
339,3,26.2,0.0,4.5,230.0,99,994.0,0.0,0.0,25.0,1.0,1338.5,1694.1,419.2,102.4,371.8,449.7,461.7,114.6,206.8,28.8,53.0,0.0,0.0,277.0,48.2,744.1,29.6,117.6,65.8,6.4,34.0,119.4,66.1,131.8,2198.2,0.0,946.0,254.9,135.1,64.5,54.1,54.2,223.8,325.7,27.9,466.3,35.0,83.0,26.7,32.9,36.5,22.0,13.9,26.5,46.9,13.7,38.4,18.7,2839.4,2197.75,741.0500000000001
340,4,26.5,0.0,5.3,230.0,99,994.3,0.0,0.0,25.0,1.0,1310.9,1658.9,409.7,107.4,373.6,452.6,450.8,113.1,190.6,31.4,47.8,0.0,0.0,258.4,48.6,719.0,29.8,117.2,64.6,13.0,33.7,124.7,65.2,129.8,2176.1,0.0,940.0,256.0,123.9,66.4,61.8,49.9,192.0,316.0,29.6,462.6,33.5,83.6,26.3,30.5,34.3,25.4,22.7,19.3,47.7,13.9,41.9,18.7,2822.55,2196.75,726.95
341,5,26.4,0.0,5.4,230.0,99,994.1,0.0,0.0,25.0,1.0,1277.2,1735.1,399.4,115.2,370.2,444.5,510.2,115.4,185.3,22.5,48.2,0.0,0.0,250.8,44.6,721.1,23.0,116.7,67.0,12.8,33.6,122.8,63.4,129.2,2180.5,0.0,923.2,256.7,120.9,159.0,61.7,48.9,192.3,302.7,28.0,460.6,33.9,88.5,27.3,21.3,22.4,36.1,18.9,17.4,47.7,14.5,39.3,18.6,2791.05,2185.65,714.8
342,6,26.0,0.0,4.4,230.0,99,994.1,0.0,0.06,25.1,1.0,1325.5,1673.7,366.2,101.8,364.6,443.6,472.7,112.0,184.5,31.2,52.9,0.0,0.0,243.2,41.2,733.7,23.0,116.0,67.1,12.9,34.4,75.9,60.1,124.6,2213.7,324.0,905.0,258.7,110.8,192.0,60.4,56.0,191.4,291.0,30.3,426.7,33.8,97.9,27.4,16.5,24.1,29.8,17.7,31.5,53.4,16.8,38.2,22.0,2761.8500000000004,2160.3,731.5
343,7,25.9,0.0,5.4,230.0,99,994.2,0.0,0.1,25.3,1.0,1286.6,1679.2,376.0,89.1,365.7,447.7,485.1,111.0,232.6,29.8,53.0,0.0,0.0,238.9,39.9,717.0,26.5,118.3,66.4,15.9,35.8,71.9,60.4,133.1,2299.3,0.0,925.4,272.8,113.1,192.9,61.1,87.9,207.3,267.8,30.9,473.7,33.0,95.5,42.4,18.0,26.5,29.5,31.5,19.4,60.6,24.1,49.7,22.3,2864.2,2236.15,716.55
344,8,26.0,0.0,5.3,230.0,99,994.2,0.0,0.15,25.6,1.0,1324.6,1767.7,408.8,112.0,371.4,438.4,526.8,111.2,227.2,36.7,51.9,0.0,0.0,251.3,44.7,741.9,27.3,117.1,72.6,14.2,56.4,95.3,60.3,149.4,2616.4,326.7,1058.3,300.7,133.8,219.8,94.1,80.1,223.7,331.4,46.9,498.5,38.4,126.3,42.0,33.0,49.5,47.4,43.2,40.8,58.6,16.0,70.4,28.7,3098.8500000000004,2443.7,739.9
345,9,25.1,3.9,3.4,230.0,99,995.0,0.0,0.17,25.6,1.0,1321.1,1712.4,414.7,106.7,357.5,445.3,480.5,119.5,230.3,24.5,48.9,0.0,0.0,262.4,49.8,745.0,26.0,117.9,65.8,23.1,58.2,83.3,61.6,191.4,2853.7,0.0,1153.2,355.2,130.5,219.8,86.6,77.4,260.6,380.3,66.5,605.1,43.2,151.0,53.7,59.0,28.7,38.2,32.3,39.4,71.3,37.0,84.6,26.5,3205.4,2574.7,762.7
346,10,25.1,1.1,3.5,230.0,99,995.0,0.0,0.19,25.9,1.0,1322.4,1726.0,410.4,95.4,359.9,443.3,483.5,127.0,236.2,43.1,54.6,0.0,0.0,263.2,49.5,727.7,34.3,118.9,72.5,18.3,56.7,92.2,63.8,191.8,2862.8,327.2,1211.3,350.2,109.7,202.2,88.9,70.0,251.6,345.1,68.6,616.7,38.2,153.5,51.9,34.6,26.2,40.8,30.7,38.8,62.5,33.5,89.2,29.6,3209.8,2575.5,762.2
347,11,25.5,0.0,3.9,230.0,99,995.5,0.0,0.23,26.1,1.0,1307.0,1794.5,419.5,111.9,369.8,451.0,551.0,125.7,238.5,28.4,50.4,0.0,0.0,286.4,57.9,729.6,33.9,119.9,68.2,18.3,67.9,91.7,68.0,186.1,2885.0,327.1,1211.3,378.8,121.9,219.3,83.4,68.4,249.0,306.4,69.7,620.3,38.7,152.4,51.2,42.6,25.5,52.9,28.4,38.8,60.3,28.9,85.9,21.4,3269.8500000000004,2643.05,755.75
348,12,25.3,0.8,5.3,230.0,99,995.3,0.0,0.24,26.2,1.0,1375.1,1814.1,416.2,100.1,360.0,460.7,511.1,129.4,236.3,31.6,54.3,0.0,0.0,310.5,59.3,729.4,33.1,126.6,70.9,17.2,67.4,91.1,59.9,181.7,2872.3,330.4,1194.2,372.7,128.7,222.9,81.6,69.1,272.3,341.1,63.7,583.0,38.4,158.5,51.7,38.6,27.1,53.2,31.5,44.6,72.0,25.3,97.0,21.6,3301.6,2645.65,785.55
349,13,25.5,0.5,3.9,230.0,99,995.6,0.0,0.29,26.5,1.0,1399.1,1916.6,433.2,103.7,390.3,460.7,594.3,189.0,234.3,29.8,52.2,0.0,0.0,316.3,61.0,767.4,34.5,129.4,74.1,18.8,60.0,87.2,64.7,185.9,2968.7,347.6,1188.1,372.4,132.0,222.2,85.6,69.3,265.8,350.6,70.9,616.0,39.8,148.9,52.9,49.7,29.3,34.6,32.7,44.8,68.5,30.7,90.8,20.8,3422.75,2745.1000000000004,798.9499999999999
350,14,25.9,0.3,3.6,230.0,99,995.5,0.0,0.44,27.3,1.0,1393.5,1941.2,425.8,104.3,390.3,467.1,537.4,196.7,257.9,36.9,53.2,0.0,0.0,300.7,64.3,757.2,36.3,127.5,70.5,14.9,59.9,86.3,65.1,192.8,2937.6,338.9,1228.9,382.4,138.1,223.7,80.9,68.2,264.1,377.8,63.8,610.1,41.3,160.5,52.2,35.6,27.7,34.1,28.4,46.7,69.4,32.1,98.5,23.3,3401.25,2745.0,797.85
351,15,25.1,5.9,1.4,250.0,99,995.3,0.0,0.24,26.4,1.0,1347.5,1845.9,431.7,106.1,386.5,460.4,502.4,191.4,249.5,37.9,52.2,0.0,0.0,282.0,63.3,707.4,32.9,127.1,71.7,21.0,67.6,92.9,62.1,173.5,2910.5,321.5,1226.5,378.5,138.1,199.9,73.0,70.5,254.2,355.8,69.1,611.7,38.0,152.4,52.6,43.9,30.6,39.2,28.6,42.2,68.3,30.8,92.3,25.7,3295.8500000000004,2665.1,757.9499999999999
352,16,25.5,1.1,2.2,230.0,99,995.1,0.0,0.39,27.2,1.0,1386.8,1891.0,436.1,112.1,382.4,472.8,547.1,154.8,246.1,31.5,62.2,0.0,0.0,277.9,64.1,751.2,35.1,128.9,72.0,19.1,70.3,85.4,63.0,173.1,2914.7,0.0,1222.3,374.5,142.4,191.2,79.2,74.1,258.7,350.0,66.6,617.8,41.9,160.7,51.6,41.8,29.9,48.2,34.8,41.0,66.7,29.7,88.8,20.8,3370.35,2710.3,786.8000000000001
353,17,25.4,0.1,3.3,230.0,99,994.4,0.0,0.31,26.9,1.0,1365.2,1877.4,436.1,124.7,378.4,478.5,510.6,153.9,265.7,29.8,50.6,0.0,0.0,290.5,66.4,718.4,33.3,127.6,73.0,20.6,60.4,99.3,62.9,168.9,2829.7,0.0,1163.7,342.9,138.4,192.6,79.6,85.0,218.5,395.8,58.9,587.0,40.8,142.4,52.3,39.3,37.3,47.6,34.3,42.3,68.4,31.6,89.1,27.0,3253.1,2599.65,770.0
354,18,24.8,20.9,1.6,270.0,99,995.1,0.0,0.12,25.6,1.0,1373.9,1851.8,430.9,122.0,375.8,464.1,553.9,138.0,250.9,39.4,51.7,0.0,0.0,309.6,66.0,699.4,33.3,125.1,76.4,23.1,68.4,92.2,66.7,137.9,2590.6,0.0,1095.9,325.2,149.9,212.5,66.6,88.7,200.7,316.7,56.0,536.8,34.5,134.8,45.6,47.7,24.4,47.1,29.2,35.2,52.0,15.1,77.4,26.3,3144.1,2480.5,756.25
355,19,23.6,16.9,3.7,230.0,99,995.7,0.0,0.08,24.9,1.0,1357.2,1813.6,451.6,113.4,373.4,461.1,503.2,138.5,248.9,38.4,51.8,0.0,0.0,332.7,66.7,714.9,32.9,121.4,69.1,17.7,62.2,138.8,60.8,142.4,2506.4,0.0,1093.1,310.4,144.6,140.6,69.3,94.4,184.2,286.2,33.9,542.1,32.6,127.2,41.8,41.9,36.2,34.4,36.0,42.1,58.6,25.5,69.2,18.4,3089.85,2420.05,758.4
356,20,23.4,2.8,1.9,200.0,99,997.0,0.0,0.07,24.5,1.0,1385.9,1783.2,460.2,117.5,381.1,451.6,480.9,128.5,266.7,31.6,51.8,0.0,0.0,305.8,69.6,724.7,32.7,121.2,77.2,15.8,56.3,143.9,74.0,148.2,2493.9,0.0,1060.7,312.0,158.1,93.9,75.3,100.9,190.8,276.1,41.7,532.3,35.3,122.2,44.9,51.3,36.7,48.0,34.5,30.9,48.4,13.1,62.8,19.1,3050.0,2404.0,774.9
357,21,23.1,0.1,2.2,200.0,99,998.2,0.0,0.0,24.3,1.0,1358.3,1798.4,445.8,106.1,372.5,447.8,522.5,121.5,251.0,31.6,49.0,0.0,0.0,309.5,72.8,709.1,33.0,118.6,70.2,22.0,40.9,134.4,67.5,133.4,2423.9,0.0,1042.2,304.2,158.0,93.4,66.8,100.9,180.5,305.9,36.4,513.4,32.0,111.1,41.6,36.7,38.1,45.7,26.4,25.3,47.7,13.1,59.6,18.3,3055.7,2405.15,753.6
358,22,22.7,0.1,2.5,200.0,99,998.4,0.0,0.0,23.9,1.0,1337.4,1720.7,431.2,101.7,379.4,448.6,461.8,118.1,251.7,44.5,51.2,0.0,0.0,293.0,68.9,692.8,30.8,118.8,70.1,17.7,37.4,131.9,67.7,136.0,2363.7,0.0,1033.2,288.1,175.3,76.6,68.5,97.2,184.5,270.1,37.7,504.1,32.8,106.3,34.5,36.7,34.3,23.3,33.2,20.8,52.9,26.4,52.3,18.5,2961.65,2315.75,741.7
359,23,22.4,0.4,1.2,230.0,99,998.5,0.0,0.0,23.5,1.0,1341.0,1680.5,423.2,97.0,366.9,441.4,438.4,118.1,250.5,50.1,53.5,0.0,0.0,292.1,65.6,698.9,29.5,126.1,68.9,13.7,37.2,128.5,66.0,132.9,2296.4,0.0,976.5,273.2,165.9,73.7,69.2,95.4,176.9,306.1,31.8,484.6,31.6,99.5,42.4,37.3,35.7,27.1,27.5,27.3,46.4,28.3,47.6,18.3,2906.9,2266.8,741.3
360,0,22.3,0.0,1.9,230.0,99,999.1,0.0,0.0,23.4,1.0,1300.6,1733.1,425.3,100.4,364.9,432.5,506.0,118.6,229.5,30.7,46.9,0.0,0.0,289.8,60.5,680.5,23.9,127.5,64.3,13.5,33.6,124.1,66.1,137.3,2289.9,0.0,964.2,272.6,159.0,69.7,67.5,76.7,183.5,293.1,29.9,478.6,32.5,100.7,26.7,39.8,36.8,21.3,27.6,20.2,46.2,11.9,50.0,18.8,2930.05,2279.9,722.5500000000001
361,1,22.5,0.0,1.3,200.0,99,999.3,0.0,0.0,23.3,1.0,1289.8,1626.2,416.4,89.9,368.0,421.7,433.8,108.0,208.9,21.0,47.5,0.0,0.0,268.2,56.3,667.0,23.3,123.6,66.6,7.4,35.2,129.0,63.6,136.3,2190.5,0.0,955.9,267.1,149.1,66.5,60.1,60.4,182.5,293.3,24.9,475.4,31.0,95.9,37.6,29.2,42.6,23.8,20.3,22.0,46.0,13.6,45.5,18.8,2831.35,2196.1,715.65
362,2,22.5,0.0,0.6,200.0,99,999.1,0.0,0.0,23.3,1.0,1328.1,1645.2,408.5,88.9,358.2,415.2,447.4,107.6,214.4,39.4,53.1,0.0,0.0,249.9,57.0,711.2,22.7,120.8,63.9,13.2,31.9,119.9,63.8,134.0,2165.8,0.0,971.6,269.2,148.7,60.7,60.8,57.4,181.0,295.8,28.0,472.6,32.6,80.5,26.6,39.5,35.4,38.3,13.7,18.8,45.9,13.9,34.9,19.1,2806.8,2175.3500000000004,736.65
363,3,22.2,0.0,0.1,0.0,99,998.9,0.0,0.0,23.3,1.0,1256.8,1609.1,420.2,91.8,362.8,416.5,437.8,111.5,212.7,30.7,53.9,0.0,0.0,237.2,49.3,652.8,25.4,119.1,66.9,15.9,31.9,115.9,63.7,137.5,2141.3,0.0,941.1,266.0,131.9,68.9,61.5,54.7,181.2,307.2,31.4,463.2,32.6,84.1,28.4,32.9,33.0,21.0,12.2,18.7,45.4,14.4,39.3,18.3,2723.9,2129.6,704.75
364,4,22.2,0.0,0.5,70.0,99,998.4,0.0,0.0,22.9,1.0,1230.3,1648.5,404.1,91.6,360.0,424.0,480.6,100.5,231.2,34.8,47.7,0.0,0.0,235.3,44.0,657.8,28.9,119.6,65.3,6.0,32.2,114.7,65.3,134.6,2152.6,326.1,940.4,257.3,126.6,74.5,67.5,50.0,183.8,280.7,24.9,462.8,32.7,78.5,26.1,31.1,39.5,20.5,12.9,19.3,47.0,13.9,37.7,18.3,2762.25,2167.15,686.6
365,5,22.2,0.0,0.7,90.0,99,998.4,0.0,0.0,22.8,1.0,1218.7,1606.3,396.2,96.9,356.0,409.2,441.7,100.7,207.9,25.9,47.8,0.0,0.0,213.3,44.1,676.2,22.1,119.9,64.9,12.8,31.8,106.2,62.3,132.3,2152.6,342.3,943.8,292.3,116.5,74.6,66.3,48.5,182.2,322.0,30.4,462.8,30.4,81.2,36.9,31.8,24.2,20.1,23.3,17.6,46.1,13.3,40.6,19.4,2714.55,2133.05,682.55
366,6,22.2,0.0,0.7,70.0,99,998.8,0.0,0.08,23.1,1.0,1246.7,1600.3,346.9,90.6,360.5,405.2,437.0,104.6,215.1,29.4,51.1,0.0,0.0,219.0,39.5,717.7,24.5,117.7,63.0,15.3,30.5,71.8,61.4,126.4,2130.4,359.8,935.7,277.9,117.2,70.0,67.1,48.4,171.7,294.7,25.5,463.2,30.9,78.8,33.2,19.3,22.1,22.6,26.7,17.9,46.1,13.4,34.6,18.2,2717.6000000000004,2096.5,692.4
367,7,22.8,0.2,0.2,0.0,99,999.1,0.0,0.23,24.1,1.0,1231.6,1601.2,354.5,86.1,360.4,409.3,442.9,99.5,199.0,31.0,52.9,0.0,0.0,208.0,41.1,692.3,27.5,110.3,66.5,9.1,46.0,61.8,59.4,138.7,2172.9,360.0,948.9,257.2,119.8,127.2,72.6,55.8,177.8,256.1,30.5,457.8,30.8,81.0,24.5,28.0,20.5,22.8,22.1,18.0,45.6,13.8,32.6,18.3,2689.65,2107.55,691.25
368,8,22.6,5.4,1.0,160.0,99,999.5,0.0,0.17,23.6,1.0,1248.4,1642.2,380.3,136.4,367.2,410.4,499.9,104.7,225.7,31.0,52.3,0.0,0.0,230.6,42.9,704.6,29.5,117.3,65.8,12.8,54.2,79.9,60.3,129.7,2225.0,345.9,922.2,259.1,108.7,195.5,74.1,72.5,179.6,294.6,26.6,434.3,28.2,85.0,25.0,35.6,27.8,43.7,42.5,18.5,50.5,14.3,35.4,18.3,2766.05,2201.95,703.95
369,9,22.3,4.3,0.5,160.0,99,1000.3,0.0,0.13,23.5,1.0,1327.3,1645.6,407.4,97.6,363.4,421.0,475.7,109.0,225.0,30.9,48.1,0.0,0.0,241.4,48.0,757.4,32.3,121.4,63.8,13.2,56.5,71.3,61.7,133.4,2252.7,332.0,945.0,276.3,114.8,184.0,75.1,84.0,182.9,255.1,28.7,453.8,26.1,99.4,27.7,34.8,26.6,45.6,37.9,18.6,46.1,14.2,47.0,18.3,2846.0,2204.75,736.25
370,10,22.1,4.0,0.1,0.0,99,1000.8,0.0,0.15,23.6,1.0,1256.2,1730.6,413.1,90.0,372.7,411.0,514.1,112.3,221.1,43.7,46.8,0.0,0.0,254.5,45.6,690.1,30.6,120.5,63.7,17.3,61.0,86.4,68.5,119.6,2340.4,334.3,966.3,274.1,107.9,203.9,71.4,81.1,186.1,278.1,28.5,468.2,23.2,83.9,38.2,40.0,24.5,28.3,31.7,35.4,46.2,13.9,42.7,18.3,2827.25,2281.9,694.0
371,11,22.5,14.3,0.3,0.0,99,1001.1,0.0,0.27,24.0,1.0,1266.7,1661.8,417.0,85.8,368.8,413.6,507.2,122.3,212.7,36.7,47.9,0.0,0.0,249.3,51.5,674.2,31.3,118.1,70.2,13.3,67.8,75.6,63.1,119.6,2316.9,333.9,971.1,274.9,123.3,192.7,72.3,92.6,189.2,281.4,34.4,478.9,24.5,94.2,30.9,36.8,35.1,45.8,30.7,33.5,59.3,14.7,48.5,18.6,2838.4,2261.8500000000004,698.15
372,12,23.2,10.5,0.6,90.0,99,1001.1,0.0,0.6,26.1,1.0,1284.6,1693.1,413.1,79.2,383.8,415.0,522.2,117.1,242.0,39.3,51.9,0.0,0.0,283.1,51.8,702.5,30.2,127.8,67.7,14.9,60.0,90.9,64.0,122.8,2346.3,333.5,988.1,325.1,137.5,170.4,73.6,95.0,185.8,267.3,29.0,476.5,25.2,93.2,30.0,47.4,40.0,44.5,33.9,34.2,47.1,15.4,48.1,19.5,2881.8999999999996,2265.25,711.9499999999999
373,13,24.5,2.7,0.9,250.0,99,1001.4,0.0,0.98,28.1,1.0,1371.0,1715.1,420.2,76.5,380.9,426.2,522.2,123.2,244.5,41.5,50.2,0.0,0.0,309.2,55.7,727.5,31.2,130.2,67.0,14.9,60.0,90.7,64.4,118.6,2391.9,333.6,983.5,333.5,141.8,141.0,79.0,91.5,184.1,275.5,34.1,495.0,25.4,96.1,29.6,44.6,26.5,25.4,33.0,20.0,46.5,15.2,51.2,18.5,2957.8,2313.7,745.9000000000001
374,14,26.7,0.3,1.1,230.0,99,1001.1,0.2,1.87,32.5,1.0,1341.3,1692.9,410.7,67.5,388.5,433.5,466.4,138.2,245.9,32.4,50.1,0.0,0.0,278.5,56.9,743.6,38.2,125.2,68.5,18.9,80.2,77.6,70.2,130.4,2349.5,0.0,995.3,291.7,141.3,158.3,75.4,86.0,179.7,254.5,45.3,498.1,26.4,103.4,40.9,35.3,24.8,27.3,27.4,36.3,48.6,15.6,58.1,19.8,2902.75,2278.25,750.0
