,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),일사(MJ/m2),지면온도(°C),holidays,HVM2,HVNM,HVEM,CentralPP,EEBuilding,MSBuilding,LSBuilding,MEBuilding,LGLibrary,StartupB,KumhoHall,CoolingPump123,CoolingPump456,MarriedAptE,Dorm9,AdvancedLight,MSBuildingE,EEBuildingE,LSBuildingE,MEBuildingE,LGLibraryE,CentralPPE,AdvancedLightE,HVNM1,HVNM2,HighVoltageCapacitor,RenewableEnergyBuilding,CollegeB,CollegeDormA,StudentUnion2,ScholarPP,FacultyApt,CollegeC,CentralResearchEquipmentCenter,CollegeA,DasanBuilding,IndustryCollabResearchBuilding,RenewableEnergyBuildingE,CollegeBE,CollegeDormAE,ScholarPPE,StudentUnion2E,FacultyAptE,CollegeCE,CentralResearchEquipmentCenterE,CollegeAE,DasanBuildingE,IndustryCollabResearchBuildingE,SV2,SV5,SV6
177,9,27.5,0.0,1.0,250,99,997.2,0.0,0.55,29.2,0,1950.4,2432.2,677.3,174.8,455.3,514.4,675.5,237.0,337.1,47.0,80.2,210.1,138.6,383.1,68.4,1021.6,51.7,140.2,189.7,19.1,90.9,160.4,113.1,0.0,2819.1,674.3,1203.9,427.5,129.5,267.9,78.4,74.2,214.5,302.6,112.4,643.6,0.0,147.5,50.1,44.8,25.6,38.9,37.3,35.9,67.9,30.0,84.9,20.9,3897.7,2975.6000000000004,974.7
178,10,27.9,0.0,1.1,230,98,996.9,0.0,0.86,29.9,0,1913.0,2431.1,724.0,176.5,502.6,545.6,673.3,235.1,352.1,57.9,85.4,209.9,138.6,347.1,66.8,999.5,47.9,150.0,194.7,20.6,75.7,178.0,114.1,0.0,2866.3,731.3,1247.0,417.1,109.0,228.7,78.8,65.3,237.0,327.5,113.6,701.0,3.8,152.4,52.6,37.5,49.3,39.0,38.3,41.1,62.7,32.9,89.2,21.2,3946.4,3030.6000000000004,948.7
179,11,27.8,0.0,1.0,230,98,996.5,0.0,0.58,29.4,0,2036.2,2471.1,722.7,185.0,510.5,522.0,675.7,231.7,361.1,52.4,79.5,210.0,138.7,350.7,68.5,1056.5,49.0,150.7,194.7,20.6,82.9,218.7,113.0,0.0,2903.0,748.3,1186.8,418.1,115.7,236.8,71.3,71.9,223.5,376.0,116.6,660.4,0.0,149.3,66.6,41.2,22.8,53.2,26.3,23.5,69.0,34.2,94.7,21.4,4029.8999999999996,3071.6000000000004,1020.95
180,12,26.6,0.3,0.6,20,99,996.2,0.0,0.28,28.7,0,2018.8,2317.0,722.2,117.8,490.9,504.3,640.7,213.5,339.8,34.3,81.5,210.1,138.7,340.0,67.2,1046.3,46.4,142.1,167.7,20.2,87.5,199.2,104.9,0.0,2843.6,775.4,1169.3,402.1,135.2,231.7,84.1,78.0,224.2,313.0,111.5,635.0,0.0,150.5,49.4,37.3,32.0,45.2,35.2,34.6,55.2,30.8,84.8,21.5,3891.95,2916.95,1008.5
181,13,25.8,4.5,0.5,230,99,996.2,0.0,0.37,28.3,0,1974.0,2375.3,673.4,187.5,504.1,511.2,602.5,218.9,349.2,52.7,76.9,209.9,138.9,322.6,54.3,1064.5,47.8,141.7,179.2,20.4,85.5,163.8,106.8,0.0,2901.2,770.7,1198.4,450.5,128.3,203.4,84.6,70.7,221.1,333.5,95.9,653.4,0.0,152.2,55.4,43.7,29.6,36.5,34.3,36.9,66.7,29.3,93.8,31.4,3940.8,2984.3,991.2
182,14,26.5,0.0,0.8,250,99,995.7,0.0,0.66,29.2,0,1932.6,2441.0,647.1,175.8,518.1,510.5,645.7,229.3,362.8,40.0,77.1,210.0,138.4,268.9,54.9,1105.1,47.3,143.4,177.0,21.4,88.4,131.0,106.0,0.0,2954.0,730.8,1190.8,435.3,131.2,213.6,76.2,65.8,211.0,340.8,97.2,652.9,86.7,152.2,56.5,31.6,36.8,52.4,38.1,37.4,64.0,36.7,95.9,27.7,3954.2000000000003,3022.75,962.45
183,15,27.2,0.0,0.8,360,99,995.1,0.0,1.1,29.9,0,1944.9,2411.8,669.1,138.1,519.9,531.2,630.7,228.9,362.8,59.1,77.6,210.0,138.5,278.6,63.7,1130.5,47.7,146.4,180.6,19.2,89.6,147.5,97.6,0.0,2850.0,717.5,1238.5,447.6,146.9,224.2,64.1,79.6,211.1,254.4,107.1,674.8,76.4,149.6,62.1,45.2,23.1,50.6,38.1,22.3,67.8,35.4,89.2,24.6,3869.7,2928.5,985.8
184,16,29.4,0.0,1.5,270,92,994.7,0.4,1.71,32.3,0,1951.1,2329.0,676.7,130.9,510.7,540.7,580.1,205.1,336.5,40.0,75.9,210.0,138.2,294.1,56.9,1090.6,48.3,142.0,170.4,20.6,88.4,167.8,98.1,0.0,2897.6,739.3,1204.8,438.7,141.2,216.2,76.7,82.7,217.4,284.3,92.3,693.3,61.7,148.8,49.9,42.2,23.7,52.0,40.5,21.1,58.2,20.2,85.4,21.2,3845.5,2930.1,973.35
185,17,29.1,0.0,1.1,320,83,994.2,0.4,1.22,30.9,0,1790.4,2169.3,622.2,99.6,487.8,506.8,589.0,188.1,321.7,43.5,71.7,209.8,0.0,347.0,54.0,1037.1,43.3,134.0,155.9,18.0,66.9,163.0,99.2,0.0,2774.7,728.0,1192.4,378.9,137.7,198.5,81.4,81.1,208.9,296.6,78.1,680.3,35.5,139.3,50.5,41.8,30.0,52.8,38.5,33.5,58.8,26.0,84.2,22.7,3605.55,2762.9,867.5
186,18,29.4,0.0,1.1,270,81,993.9,0.7,1.07,30.3,0,1540.8,2053.0,593.9,140.6,470.9,455.6,517.2,173.0,325.7,33.1,55.6,0.0,0.0,351.5,90.5,1018.5,45.4,135.4,136.6,17.7,69.0,153.2,88.6,0.0,2648.3,765.2,1085.9,338.8,160.5,230.4,74.6,106.1,214.0,327.9,65.8,636.1,8.4,133.9,49.6,39.8,24.7,52.6,44.7,33.5,50.3,28.8,74.7,24.0,3371.45,2632.8500000000004,760.25
187,19,28.5,0.0,0.7,270,81,994.2,0.4,0.53,28.9,0,1511.7,2003.1,477.6,188.7,438.6,432.9,526.0,145.0,323.7,28.7,52.2,0.0,0.0,320.9,65.4,987.6,38.5,134.6,119.0,14.5,68.3,95.4,87.5,0.0,2516.3,746.8,1041.1,289.3,144.2,139.9,61.7,104.5,200.4,333.3,45.9,619.3,0.0,125.2,33.9,41.4,39.3,34.3,40.0,33.4,62.0,18.9,81.3,24.9,3211.7,2507.25,757.9
188,20,27.1,0.0,0.8,290,93,994.8,0.1,0.12,27.5,0,1385.9,1900.3,458.3,184.4,439.6,413.4,464.2,130.7,294.3,34.7,50.4,0.0,0.0,331.3,59.3,839.1,34.5,123.7,115.2,6.2,65.3,78.5,61.5,0.0,2472.4,682.1,987.6,282.3,143.6,83.8,60.8,105.1,194.1,345.4,47.3,580.4,0.0,127.5,44.2,47.6,69.9,35.3,33.3,20.6,62.5,21.5,64.5,18.9,3073.95,2400.65,692.35
189,21,26.0,0.0,0.4,0,97,995.2,0.0,0.0,26.6,0,1361.2,1837.3,430.3,184.3,411.8,399.2,429.9,135.9,305.6,27.7,50.2,0.0,0.0,335.2,57.1,796.3,33.6,122.0,108.2,15.6,45.2,85.1,57.3,0.0,2338.6,671.4,982.2,270.7,146.1,83.4,65.5,96.8,198.8,325.1,35.7,573.3,0.0,112.0,45.1,35.8,36.5,35.9,28.2,37.4,48.8,16.0,65.5,18.4,2960.95,2319.1,682.15
190,22,24.9,0.0,0.0,0,99,995.5,0.0,0.0,25.9,0,1314.9,1833.1,414.2,142.1,392.2,405.7,489.8,134.6,278.0,30.9,50.5,0.0,0.0,347.2,63.1,763.2,32.0,124.6,103.3,15.1,43.6,94.0,54.8,0.0,2259.8,656.0,936.9,248.4,169.3,59.4,57.3,85.7,185.1,321.3,32.9,536.4,0.0,113.0,41.0,37.4,36.0,22.1,32.2,19.8,48.2,16.0,65.0,18.6,2911.7,2285.8500000000004,656.85
191,23,24.9,0.0,1.1,250,99,995.3,0.0,0.0,25.7,0,1346.5,1750.5,409.2,140.5,387.3,399.4,425.4,131.5,273.0,18.5,54.6,0.0,0.0,337.0,62.3,794.7,33.1,120.2,97.5,6.4,44.9,89.0,52.4,0.0,2209.4,670.7,941.7,244.9,159.8,61.0,53.9,74.4,199.5,323.7,31.2,524.2,0.0,108.9,53.0,44.4,45.0,24.4,28.0,18.5,59.6,28.0,59.8,19.1,2830.8,2206.4,674.45
192,0,24.4,0.0,1.5,270,99,995.1,0.0,0.0,25.5,1,1318.3,1729.9,384.5,143.4,378.4,398.4,429.7,122.6,246.7,30.5,50.7,0.0,0.0,342.4,65.8,778.8,33.5,118.2,97.6,14.4,42.8,77.5,52.7,0.0,2159.1,684.0,927.5,239.3,147.7,60.1,58.8,76.9,184.7,321.8,35.6,511.8,0.0,107.0,35.3,36.6,51.5,23.6,27.9,18.7,47.1,27.6,55.7,17.8,2792.95,2156.0,654.85
193,1,23.9,0.0,2.1,250,99,994.9,0.0,0.0,25.2,1,1296.0,1727.0,397.0,168.5,381.7,388.7,464.9,117.4,240.0,29.0,50.3,0.0,0.0,319.8,56.8,770.9,27.7,113.2,102.1,0.0,36.1,87.1,51.7,0.0,2123.4,699.3,936.5,235.1,137.7,59.0,59.8,71.5,186.2,335.6,29.7,515.9,0.0,98.0,28.7,42.4,36.1,25.2,24.9,18.7,56.2,15.7,52.5,17.6,2747.55,2116.6000000000004,648.9
194,2,24.0,0.0,0.5,290,99,994.8,0.0,0.0,25.4,1,1251.3,1659.4,375.5,122.9,375.1,385.8,411.8,114.4,229.6,27.3,49.4,0.0,0.0,281.8,49.2,754.2,27.2,113.5,101.6,0.0,37.0,65.7,51.0,0.0,2063.6,753.3,916.3,237.0,119.0,53.6,53.8,57.0,184.7,320.8,31.4,509.4,0.0,90.7,27.1,35.0,39.3,19.3,22.0,17.7,46.1,14.8,46.2,17.8,2648.35,2059.8,629.8
195,3,23.8,0.0,0.3,0,99,994.4,0.0,0.0,25.3,1,1235.3,1636.3,369.3,128.2,376.1,385.8,428.4,114.0,203.9,29.6,50.3,0.0,0.0,271.2,41.6,767.9,27.4,111.5,102.4,0.0,34.5,63.7,49.2,0.0,2042.3,728.9,882.2,218.7,121.9,56.7,53.2,60.2,181.6,313.9,28.8,520.8,0.0,86.6,26.6,22.3,44.4,20.5,21.7,17.8,46.4,14.5,36.4,17.4,2621.25,2046.4,615.7
196,4,24.0,0.0,0.2,0,99,994.4,0.0,0.0,25.3,1,1247.1,1604.8,388.6,147.4,372.2,382.9,413.2,115.6,196.8,18.7,50.7,0.0,0.0,255.8,40.5,775.4,27.3,110.3,97.4,0.0,34.2,61.2,49.5,0.0,2011.3,723.0,882.7,209.7,117.0,60.2,58.6,54.5,190.2,314.2,32.7,491.8,0.0,84.6,22.8,22.8,35.4,17.4,14.8,17.5,46.8,13.6,43.0,17.8,2602.1499999999996,2012.5,623.0
197,5,23.9,0.0,0.4,0,99,994.8,0.0,0.0,25.1,1,1247.1,1589.7,382.6,94.7,368.2,382.8,398.9,118.5,219.5,29.4,51.4,0.0,0.0,258.8,39.7,813.8,27.6,110.5,99.8,12.6,33.1,74.5,47.1,0.0,1957.5,758.0,855.1,212.1,113.8,63.1,72.5,49.3,174.9,308.8,31.4,486.5,0.0,86.4,26.7,21.0,31.5,32.6,16.2,16.8,45.1,14.6,43.3,17.7,2579.75,1972.1999999999998,623.0
198,6,23.9,0.0,0.6,320,99,995.4,0.0,0.07,25.2,1,1252.2,1617.4,369.2,93.6,369.8,377.0,463.4,114.8,244.7,18.7,51.2,0.0,0.0,254.4,36.4,818.0,27.1,115.8,98.6,0.0,33.6,56.4,55.4,0.0,1990.8,758.0,868.8,212.1,110.0,126.4,64.1,53.8,182.7,328.9,29.9,473.8,0.0,86.1,23.2,20.2,28.8,23.6,26.1,19.0,44.7,14.4,42.6,17.5,2599.3500000000004,2031.3500000000001,628.8
199,7,23.8,0.0,0.3,0,99,995.7,0.0,0.17,25.4,1,1177.2,1613.6,393.3,85.0,371.5,392.5,415.5,119.9,248.8,34.8,50.2,0.0,0.0,254.6,38.1,751.0,27.2,110.5,106.3,0.0,36.8,66.9,59.0,0.0,2040.6,757.2,915.9,220.3,97.4,113.2,63.3,57.5,185.2,290.8,40.6,485.2,19.5,79.2,33.1,38.8,25.3,24.2,31.7,17.4,46.1,14.3,36.0,17.9,2573.85,1991.0500000000002,592.15
200,8,24.5,0.0,1.0,340,98,995.7,0.3,0.71,26.4,1,1237.2,1606.2,449.1,74.4,380.5,390.8,428.1,120.3,251.7,33.5,50.8,0.0,0.0,272.9,42.0,754.0,32.1,112.4,120.6,0.0,54.7,76.8,66.5,0.0,2087.6,736.7,896.6,237.1,97.8,180.0,79.9,72.7,189.6,236.3,44.5,517.5,55.8,94.8,24.5,31.6,26.5,26.2,31.6,17.3,46.7,14.6,45.3,17.6,2659.1499999999996,2044.9,618.9
201,9,26.3,0.0,0.4,0,96,995.6,0.4,1.09,28.5,1,1252.3,1672.5,445.1,10.1,377.5,397.5,507.6,144.3,281.1,28.9,51.2,0.0,0.0,307.4,47.7,746.2,39.7,120.6,120.1,0.0,56.6,71.5,69.5,0.0,2063.6,793.3,921.6,242.8,116.4,190.4,77.1,81.5,179.7,177.0,42.7,531.9,72.8,99.7,36.1,32.3,20.1,31.6,32.2,18.5,54.5,15.3,47.0,17.8,2657.05,2066.15,626.8
202,10,26.7,0.0,0.8,140,88,995.5,0.6,1.65,29.6,1,1303.0,1689.4,475.9,60.2,390.7,410.6,504.6,139.3,268.9,43.1,51.5,0.0,0.0,310.3,44.9,805.5,38.7,123.1,119.4,14.2,59.0,83.5,67.6,0.0,2164.0,788.5,925.1,288.0,96.0,178.3,77.6,75.9,183.3,218.1,46.5,528.1,111.5,103.6,41.4,36.3,22.0,34.4,31.8,31.0,47.1,14.8,50.3,17.8,2745.6,2124.6000000000004,652.3
203,11,27.6,0.0,1.4,90,86,995.3,0.2,1.41,30.2,1,1321.5,1713.4,467.8,62.4,401.9,419.3,473.0,134.0,274.3,30.8,52.3,0.0,0.0,324.0,68.3,820.4,36.9,121.2,121.8,0.0,60.4,81.6,70.5,0.0,2197.9,812.9,952.0,266.3,116.5,171.6,71.6,76.2,173.9,263.1,50.7,545.0,109.2,96.0,42.7,35.8,22.3,46.1,33.3,18.2,47.2,26.7,51.3,19.4,2813.55,2184.25,661.1
204,12,27.7,0.0,1.1,50,84,995.2,0.1,1.45,30.6,1,1311.1,1766.5,459.4,35.8,399.7,423.8,490.7,137.8,282.0,30.3,53.3,0.0,0.0,345.7,53.3,814.8,36.5,123.2,122.0,9.8,57.2,89.7,69.6,0.0,2274.7,774.6,991.0,308.5,157.1,163.5,71.8,85.7,183.6,226.9,49.6,557.3,115.8,93.9,54.9,49.9,58.1,34.7,31.7,18.7,47.7,26.4,50.0,17.8,2885.2,2221.4,657.25
205,13,28.1,0.0,1.3,50,84,995.0,0.1,1.54,30.6,1,1239.0,1797.0,466.3,51.7,420.4,436.1,464.5,140.0,288.5,22.4,53.5,0.0,0.0,283.2,55.9,784.9,37.2,123.3,123.7,7.1,72.3,79.3,58.2,0.0,2246.3,761.0,972.5,292.7,136.8,148.9,75.7,80.8,189.0,221.5,49.5,550.3,117.9,101.4,42.4,35.9,24.7,29.5,36.7,18.9,47.7,28.1,56.5,17.6,2796.55,2218.0,629.9
206,14,30.0,0.0,1.1,70,79,994.6,0.4,2.12,34.8,1,1272.8,1745.2,469.7,60.4,418.1,444.6,537.9,155.3,277.4,31.4,53.7,0.0,0.0,255.4,55.4,795.5,38.0,126.9,127.4,15.9,70.3,79.6,64.8,0.0,2288.6,743.7,990.7,289.6,139.0,153.6,77.5,79.1,187.0,221.6,49.1,555.0,112.8,111.3,42.5,27.9,20.0,33.3,25.8,33.1,60.3,28.2,64.4,17.9,2846.05,2232.65,638.75
207,15,30.6,0.0,1.4,50,66,994.5,0.5,2.21,34.4,1,1301.0,1790.8,472.4,71.9,446.8,450.9,451.0,155.9,277.8,40.5,55.4,0.0,0.0,290.8,55.1,803.7,39.2,126.1,122.8,15.5,69.9,87.7,65.0,0.0,2230.8,728.0,984.9,295.1,138.3,181.9,64.6,73.6,188.0,153.5,45.9,558.2,92.9,104.1,44.0,33.5,20.3,33.6,26.2,19.1,47.2,28.4,54.6,17.8,2819.3,2191.45,643.85
208,16,30.5,0.0,1.7,50,64,994.5,0.9,2.46,32.6,1,1300.2,1809.3,472.9,71.4,435.5,444.5,452.7,150.8,282.9,33.3,54.0,0.0,0.0,288.8,57.0,791.0,45.1,127.5,123.7,3.2,63.6,81.9,59.3,0.0,2288.1,737.3,1003.3,314.0,162.1,165.1,65.4,77.3,191.7,223.0,61.7,575.0,72.3,102.0,33.8,42.0,20.5,46.7,31.5,25.6,48.0,16.8,56.4,17.7,2902.7,2266.5,653.3
209,17,30.9,0.0,1.7,70,64,994.2,0.8,1.7,32.4,1,1280.3,1857.9,469.7,121.3,426.3,437.9,476.6,145.8,292.5,30.7,53.5,0.0,0.0,296.2,59.6,788.0,38.6,127.1,123.6,6.3,70.2,79.5,61.3,0.0,2380.9,760.3,972.9,297.9,160.3,133.1,65.9,84.3,197.9,275.2,64.3,564.4,49.5,103.3,39.8,44.4,47.0,38.1,37.4,34.0,47.9,15.7,56.3,17.8,2975.6,2339.05,643.4
210,18,30.2,0.0,2.0,70,72,994.1,1.0,1.24,30.7,1,1327.3,1968.7,468.2,121.1,431.9,441.7,567.8,138.5,319.5,30.6,50.7,0.0,0.0,317.2,58.8,789.2,39.7,133.5,121.2,15.3,65.8,85.1,55.9,0.0,2380.9,747.4,1003.1,279.6,168.2,130.0,66.8,90.9,198.3,312.4,46.4,567.3,13.9,110.2,40.7,43.6,29.2,34.4,36.3,34.6,46.4,15.2,58.7,17.7,3036.2,2400.5,664.55
211,19,28.9,0.0,1.5,70,77,994.3,0.6,0.54,29.1,1,1313.9,1992.6,438.3,170.2,422.8,428.0,512.3,137.9,315.7,43.3,56.7,0.0,0.0,330.3,63.3,813.2,36.1,121.2,113.7,15.1,61.9,82.7,56.0,0.0,2262.1,738.9,970.9,252.1,139.8,67.6,53.1,84.7,201.8,318.1,34.9,564.0,0.0,107.7,34.5,35.9,43.3,38.1,36.3,40.7,49.5,16.4,54.2,17.8,2978.4,2347.1,660.55
212,20,28.1,0.0,1.3,70,84,994.8,0.0,0.13,27.7,1,1318.8,1942.0,446.7,175.5,415.7,426.7,516.3,135.4,299.7,28.8,51.0,0.0,0.0,335.3,59.1,806.3,32.3,122.8,108.3,15.4,54.9,93.1,56.7,0.0,2277.1,696.4,927.9,251.5,157.7,61.3,57.3,107.5,194.4,316.7,50.3,553.3,0.0,110.8,41.7,45.1,41.0,22.0,34.7,34.1,46.5,27.9,53.1,17.8,2973.0,2332.8999999999996,658.65
213,21,27.8,0.0,0.2,0,90,995.5,0.0,0.0,27.2,1,1328.7,1918.9,418.2,179.2,394.7,410.5,548.6,131.0,285.0,29.3,49.1,0.0,0.0,323.1,62.0,794.7,33.1,122.0,104.0,6.3,54.4,91.6,53.4,0.0,2298.4,690.5,973.1,252.0,155.6,60.3,58.2,98.6,196.7,318.1,39.0,548.9,0.0,98.4,41.2,42.1,37.1,28.8,25.9,38.9,47.0,16.0,52.0,17.6,2977.45,2321.2,665.0
214,22,27.0,0.0,1.1,50,97,996.5,0.0,0.0,26.9,1,1325.9,1861.6,419.8,166.9,394.5,415.8,490.4,128.3,296.8,30.3,49.0,0.0,0.0,325.3,62.3,789.2,32.7,121.3,102.6,6.3,42.1,92.6,53.5,0.0,2253.3,678.9,941.5,243.7,159.1,51.4,58.4,91.5,192.0,336.1,33.7,530.1,0.0,98.9,37.1,36.2,36.0,23.7,45.2,21.4,45.9,16.2,55.6,17.2,2905.6000000000004,2274.25,663.55
215,23,26.4,0.0,1.1,70,98,997.0,0.0,0.0,26.4,1,1333.8,1822.9,408.0,145.0,390.3,409.0,475.8,126.5,275.7,19.9,48.4,0.0,0.0,328.3,61.1,808.2,27.1,113.6,97.6,6.0,40.8,78.6,53.2,0.0,2180.9,680.0,908.5,235.2,148.4,74.1,50.7,85.7,186.8,322.1,36.2,540.9,0.0,97.8,40.6,37.3,67.3,22.4,29.0,19.7,45.9,15.8,56.6,17.9,2843.15,2198.45,670.45
216,0,25.4,0.0,1.1,70,99,997.1,0.0,0.0,26.1,1,1361.3,1749.1,393.1,142.7,378.0,407.3,476.5,124.0,247.4,30.5,48.4,0.0,0.0,328.3,61.6,832.2,30.0,116.5,95.8,13.8,37.6,76.3,52.2,0.0,2149.0,706.9,901.5,218.7,142.8,59.0,56.0,63.7,186.6,319.0,35.4,514.9,0.0,96.2,26.2,39.6,45.6,22.6,22.9,33.5,46.0,15.8,51.4,17.6,2800.7,2145.05,682.45
217,1,25.6,0.0,0.5,50,99,996.6,0.0,0.0,25.8,1,1283.1,1751.6,376.8,142.0,376.4,402.2,509.0,124.0,211.3,19.1,49.0,0.0,0.0,301.7,68.1,809.6,31.7,109.8,96.8,14.3,36.8,60.5,52.8,0.0,2098.4,722.0,882.5,220.8,132.7,58.4,59.1,65.5,180.0,325.1,39.2,492.0,0.0,93.1,27.8,33.4,36.0,36.8,14.0,18.4,46.2,17.4,43.5,17.8,2719.75,2118.85,642.2
218,2,25.4,0.0,0.5,50,99,996.5,0.0,0.0,25.7,1,1272.4,1692.0,376.7,128.1,382.3,391.6,450.1,117.2,224.9,29.6,49.0,0.0,0.0,266.2,48.5,801.7,29.6,109.2,96.4,0.0,35.1,71.6,52.3,0.0,2013.2,719.3,865.9,205.9,122.9,54.0,51.2,63.5,179.2,313.3,30.5,485.0,0.0,88.0,25.3,37.6,36.2,21.7,15.8,18.3,45.4,14.6,39.2,17.9,2669.0,2049.85,637.15
219,3,24.8,0.0,0.7,20,99,996.2,0.0,0.0,25.4,1,1201.3,1697.8,366.9,130.9,370.0,392.6,495.4,116.5,206.0,23.6,48.7,0.0,0.0,251.6,45.9,764.3,34.5,107.1,99.6,12.8,37.7,66.1,51.5,0.0,2004.7,733.5,871.2,203.8,122.0,60.3,54.5,54.0,186.4,338.8,28.1,490.9,0.0,82.3,25.1,32.6,58.3,21.6,13.6,18.2,45.5,14.8,44.3,17.5,2608.45,2049.75,599.8
220,4,24.5,0.0,0.0,0,99,996.5,0.0,0.0,25.3,1,1213.0,1706.8,369.9,128.5,368.6,386.8,505.9,111.7,207.3,23.5,49.1,0.0,0.0,245.8,41.6,758.0,31.8,106.8,96.7,0.0,37.1,68.7,53.2,0.0,1992.1,734.6,849.3,221.2,110.6,59.1,56.6,49.7,180.9,335.2,32.5,466.4,0.0,79.7,22.8,31.0,38.7,21.7,13.2,18.3,45.3,12.8,36.0,17.7,2603.35,2030.05,606.25
221,5,24.6,0.0,0.3,0,99,996.8,0.0,0.0,25.1,1,1229.6,1645.8,363.8,94.1,376.6,384.8,450.9,112.5,206.9,34.8,48.0,0.0,0.0,232.2,48.3,831.9,27.2,106.4,97.3,0.0,34.3,65.4,52.0,0.0,1972.5,756.8,853.9,217.4,116.3,58.6,63.7,51.0,170.6,312.9,31.6,467.5,0.0,77.2,24.1,34.2,19.1,20.3,25.2,17.6,45.8,14.6,33.9,17.5,2551.75,1985.0,612.35
222,6,24.6,0.0,0.2,0,99,997.2,0.0,0.07,25.2,1,1229.4,1659.0,358.4,88.0,370.2,379.9,454.3,113.8,239.8,19.5,48.2,0.0,0.0,217.3,39.6,787.7,32.6,106.5,101.4,8.0,34.0,53.9,50.3,0.0,1929.6,808.6,821.6,202.1,118.6,68.2,64.3,47.4,173.1,308.3,35.4,460.2,0.0,76.5,24.3,19.6,22.0,22.5,17.9,17.9,44.8,14.7,33.3,17.5,2540.35,1974.35,609.75
223,7,25.0,0.0,0.1,0,99,997.3,0.1,0.33,26.1,1,1233.2,1632.9,377.5,72.9,372.5,386.4,446.3,116.2,242.7,30.8,52.8,0.0,0.0,276.8,39.5,750.3,28.1,106.0,105.0,14.5,42.5,70.1,53.4,0.0,1973.5,800.9,842.4,215.4,99.8,151.1,64.1,54.9,179.6,278.1,37.1,467.4,16.0,82.6,24.6,22.5,28.1,25.0,30.2,18.2,46.1,14.3,40.5,17.8,2555.35,1991.45,611.5
224,8,26.2,0.0,0.2,0,99,998.0,0.6,0.96,27.8,1,1304.0,1651.9,428.2,52.0,371.1,394.6,448.3,123.4,271.4,27.9,51.0,0.0,0.0,321.6,48.4,792.4,30.4,108.8,113.1,13.8,55.9,78.4,65.6,0.0,2100.3,813.3,874.7,238.0,104.1,139.4,65.7,75.3,180.0,247.1,38.8,514.0,45.5,79.4,24.4,35.9,20.9,23.6,32.6,38.8,46.1,14.8,36.2,18.1,2690.95,2087.3999999999996,653.5
225,9,27.7,0.0,0.2,0,94,997.9,1.0,1.73,30.3,1,1341.4,1710.3,456.3,50.0,387.4,403.9,496.6,124.8,283.9,18.9,51.8,0.0,0.0,319.7,54.4,812.3,32.9,110.6,117.3,12.9,58.5,80.4,68.6,0.0,2002.2,814.3,910.4,240.1,102.7,141.3,86.0,84.3,172.7,228.9,41.5,513.6,72.3,81.3,33.1,34.2,42.4,25.9,44.6,18.0,46.0,25.6,37.1,17.7,2669.95,2058.65,674.1
226,10,29.5,0.0,0.7,20,85,997.9,1.0,2.44,33.2,1,1362.1,1726.2,458.6,49.8,403.9,405.9,458.4,127.2,287.7,27.3,52.7,0.0,0.0,347.7,56.2,801.3,33.9,114.1,116.5,15.2,75.3,82.8,66.0,0.0,2147.3,819.1,919.6,257.8,106.2,115.3,72.1,103.0,182.7,234.0,44.2,535.3,89.2,99.6,39.4,30.9,25.9,27.0,29.9,32.6,46.4,15.9,47.8,18.0,2779.3,2122.45,674.5
227,11,29.5,0.0,0.9,340,80,998.2,0.5,2.01,31.7,1,1368.5,1718.2,454.2,50.5,399.3,420.9,463.4,127.2,275.8,30.1,52.3,0.0,0.0,341.2,57.7,824.9,33.7,118.7,119.7,13.6,66.5,87.9,65.7,0.0,2070.4,810.2,897.6,254.7,113.3,114.1,66.5,78.6,178.5,224.8,50.5,515.3,104.3,95.6,33.9,35.6,22.7,26.1,28.2,24.2,46.3,16.1,49.4,18.0,2755.5,2106.0,688.5
228,12,30.7,0.0,0.9,20,77,998.2,0.5,1.99,33.8,1,1444.2,1799.4,455.8,54.7,423.3,428.7,519.5,133.4,279.6,37.2,52.3,0.0,0.0,380.4,58.8,846.6,30.7,124.1,119.7,5.8,60.6,89.6,56.9,0.0,2269.6,860.6,937.0,294.1,141.3,130.6,86.7,86.8,183.7,230.1,60.8,546.6,105.5,101.8,36.8,38.8,21.0,31.7,31.2,19.1,46.8,14.1,50.3,18.7,2901.1,2247.2,721.65
229,13,32.6,0.0,1.3,230,65,997.8,0.8,2.67,37.9,1,1348.6,1785.8,483.2,35.4,437.4,438.8,481.7,136.4,289.4,33.8,51.6,0.0,0.0,322.9,58.2,842.2,35.8,129.0,119.6,15.2,75.7,79.1,71.3,0.0,2246.7,804.7,927.3,300.0,158.5,141.7,73.3,92.8,183.7,230.6,61.7,543.0,104.7,100.7,38.6,45.2,28.8,40.5,34.9,34.0,49.2,15.7,48.5,25.8,2888.8,2238.15,672.75
230,14,32.8,0.0,2.3,250,61,997.0,1.0,3.35,38.1,1,1338.0,1855.5,478.4,62.1,447.5,457.6,516.6,137.9,308.3,22.3,53.3,0.0,0.0,278.9,61.2,855.2,37.0,127.5,121.5,14.4,67.7,92.1,74.2,0.0,2240.7,783.3,975.4,297.6,146.4,115.2,74.0,102.5,187.8,248.1,57.9,545.0,91.8,103.3,28.3,51.3,45.3,40.9,34.0,34.4,46.8,14.9,57.9,17.6,2897.9,2268.25,671.15
