,AirTempC,RainfallMm,WindSpeedMs,WindDirection,HumidityPercent,PressureHpa,SunshineHours,SolarRadiationMJm2,GroundTempC,HorizontalSurfaceTemp,OutdoorTemp,InclinedSurfaceTemp,ModuleTemp,SoccerField,StudentCenter,CentralWarehouse,AcademicBuilding,DasanBuilding,FacilitiesManagement,CollegeC,AnimalLab,MainLibrary,LGLibrary,RenewableEnergy,SamsungEnvBuilding,CentralResearchEquip,IndustryCollab,DormB
353,24.9,0.0,0.7,230.0,99,1004.5,0.0,0.25,28.1,10.0,25.3,10.0,24.4,-0.5,0.2,0.0,0.0,-0.2,-0.4,0.4,0.5,0.0,0.0,0.7,0.0,0.2,1.3,-0.0
354,24.4,6.9,1.1,250.0,99,1005.1,0.0,0.11,26.4,23.0,25.4,21.0,24.4,0.5,0.7,0.0,0.0,0.2,1.1,0.5,0.8,0.6,0.6,0.8,0.0,0.7,2.2,0.7
355,24.1,14.3,0.0,0.0,99,1005.7,0.0,0.13,26.1,5.0,25.1,5.0,23.3,-0.9,0.0,0.0,0.0,-0.2,-0.5,0.3,0.3,0.0,0.0,0.5,0.0,0.0,0.7,0.0
356,24.2,0.2,0.8,70.0,99,1005.9,0.0,0.09,25.8,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,24.2,0.0,0.8,90.0,99,1006.1,0.0,0.0,25.5,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,24.2,0.0,0.4,0.0,99,1006.2,0.0,0.0,25.2,0.0,24.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,24.1,0.0,0.6,90.0,99,1005.8,0.0,0.0,25.0,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,24.0,0.0,1.0,70.0,99,1005.7,0.0,0.0,24.8,0.0,24.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,23.9,0.0,1.0,90.0,99,1005.5,0.0,0.0,24.7,0.0,24.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,23.7,0.2,0.8,50.0,99,1005.3,0.0,0.0,24.6,0.0,24.0,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,23.6,0.2,0.0,0.0,99,1004.9,0.0,0.0,24.5,0.0,23.9,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,23.6,1.6,1.4,70.0,99,1004.9,0.0,0.0,24.5,0.0,23.8,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,23.5,6.1,1.4,70.0,99,1004.5,0.0,0.0,24.3,0.0,23.7,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,23.5,8.7,0.9,50.0,99,1004.5,0.0,0.06,24.1,0.0,23.8,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,23.4,15.5,1.1,70.0,99,1004.5,0.0,0.08,24.2,12.0,23.9,11.0,22.8,0.0,0.2,0.0,0.0,-0.1,-0.2,0.4,0.5,0.0,0.0,0.7,0.0,0.3,1.4,0.7
368,23.4,4.4,2.1,70.0,99,1004.0,0.0,0.19,24.5,42.0,23.7,39.0,22.8,2.4,1.3,0.6,0.5,0.8,2.8,0.7,1.5,1.0,1.3,2.7,2.0,3.6,4.0,1.6
369,24.2,0.2,1.9,70.0,99,1003.4,0.0,0.6,27.0,255.0,24.9,249.0,25.6,32.7,9.9,6.4,6.1,8.3,26.2,3.4,9.4,6.8,9.0,15.9,13.4,24.6,25.1,8.9
370,24.4,0.0,1.1,70.0,99,1003.0,0.0,0.68,27.3,108.0,24.9,103.0,24.2,9.8,4.0,2.3,1.6,2.5,9.9,1.3,3.2,2.6,3.5,6.0,5.1,9.0,13.9,7.0
371,24.8,0.5,1.6,70.0,99,1002.4,0.0,0.71,27.6,184.0,25.5,173.0,26.9,21.6,7.0,4.2,3.4,5.0,18.3,2.3,5.8,4.7,6.3,10.5,9.1,16.1,13.9,7.2
372,24.5,3.5,1.1,70.0,99,1001.9,0.0,0.34,26.6,24.0,24.4,23.0,23.0,2.2,0.8,0.0,0.0,0.2,1.5,0.6,0.9,0.7,0.8,0.9,0.0,0.9,2.8,1.0
373,24.8,6.0,0.4,0.0,99,1001.4,0.0,0.47,26.9,46.0,25.6,43.0,25.6,4.9,1.8,0.9,0.7,0.8,4.0,0.8,1.7,1.2,1.5,2.9,2.2,3.8,4.5,1.8
374,26.3,2.7,1.9,70.0,99,1000.1,0.0,1.08,30.6,93.0,25.1,87.0,25.6,9.9,3.5,2.1,2.1,2.6,8.5,1.4,3.4,2.4,3.1,5.9,4.9,8.8,7.3,4.0
375,25.2,10.3,2.1,70.0,99,999.3,0.0,0.48,27.0,30.0,24.9,28.0,24.2,2.3,1.0,0.4,0.0,0.5,1.9,0.7,1.1,0.9,1.2,2.1,1.6,3.0,3.2,1.2
376,25.5,3.1,0.4,0.0,99,999.3,0.0,0.48,27.8,53.0,26.1,49.0,25.6,4.6,1.8,0.9,0.4,0.8,4.2,0.8,1.6,1.2,1.5,3.0,2.4,4.1,6.9,1.6
377,25.3,1.5,2.1,250.0,99,998.7,0.0,0.21,27.0,14.0,25.7,14.0,24.4,-0.4,0.3,0.0,0.0,-0.1,0.1,0.4,0.6,0.3,0.0,0.0,0.0,0.3,1.8,0.5
378,25.3,0.0,1.1,250.0,99,998.5,0.0,0.2,26.7,23.0,26.3,22.0,25.6,0.6,0.6,0.0,0.0,0.1,1.0,0.5,0.9,0.0,0.7,0.8,0.0,0.5,2.5,0.9
379,25.8,0.0,1.2,230.0,99,998.5,0.1,0.21,26.6,63.0,27.5,55.0,25.6,4.6,1.8,0.7,0.9,1.2,4.1,0.9,3.3,1.5,1.8,3.8,3.3,5.2,6.7,3.3
380,25.2,0.0,0.1,0.0,99,998.6,0.1,0.19,26.1,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,24.9,0.0,0.1,0.0,99,998.9,0.0,0.0,25.8,0.0,25.7,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,25.2,0.0,0.7,90.0,99,999.1,0.0,0.0,25.7,0.0,25.6,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,25.1,0.0,0.2,0.0,99,999.0,0.0,0.0,25.6,0.0,25.7,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,25.0,0.2,0.1,0.0,99,998.8,0.0,0.0,25.6,0.0,25.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,25.0,0.0,0.3,0.0,99,998.6,0.0,0.0,25.5,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,24.7,0.4,0.4,0.0,99,998.4,0.0,0.0,25.5,0.0,24.8,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,24.4,1.0,0.4,0.0,99,998.4,0.0,0.0,25.4,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,24.3,0.9,0.2,0.0,99,998.7,0.0,0.0,25.3,0.0,23.9,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,23.6,0.6,0.7,320.0,99,998.9,0.0,0.0,25.0,0.0,23.6,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,23.6,0.0,0.1,0.0,99,999.1,0.0,0.07,24.9,7.0,24.3,5.0,22.8,0.0,0.0,0.0,0.0,-0.2,-0.6,0.3,0.3,0.1,0.0,0.6,0.0,0.0,0.9,0.3
391,24.0,0.0,0.3,0.0,99,999.5,0.0,0.31,25.7,161.0,27.3,123.0,25.6,9.5,5.0,3.3,3.0,2.2,10.3,1.2,2.6,2.5,3.2,5.8,4.6,7.7,9.7,5.3
392,24.2,0.0,0.8,320.0,99,999.9,0.5,0.68,26.5,181.0,29.0,146.0,28.5,12.6,6.0,4.6,4.1,4.0,12.7,1.9,5.1,4.3,5.4,10.2,8.5,14.6,14.8,5.8
393,24.8,0.0,0.9,360.0,99,1000.1,0.0,0.62,27.5,175.0,28.0,160.0,26.9,15.5,6.1,4.3,4.7,5.4,14.8,2.7,6.3,4.8,6.4,11.5,9.4,17.9,17.4,10.8
394,25.7,0.0,0.8,20.0,99,1000.2,0.1,1.06,29.1,441.0,35.5,395.0,38.7,51.4,14.7,10.7,9.5,15.9,37.6,7.5,13.5,14.0,23.1,43.2,27.1,56.1,57.3,17.5
395,27.0,0.0,0.9,70.0,98,1000.2,0.1,1.36,31.7,341.0,41.1,314.0,40.5,33.5,11.1,7.4,7.3,9.2,29.4,4.0,10.2,8.1,11.0,18.3,15.5,29.2,26.6,13.2
396,27.9,0.0,0.8,20.0,86,1000.2,0.7,2.74,35.3,1179.0,53.8,1155.0,55.1,121.2,33.7,23.5,20.6,23.5,98.3,5.3,32.8,25.8,29.9,27.7,26.4,56.9,44.6,20.2
397,28.6,0.0,0.8,340.0,85,1000.0,0.2,1.78,34.6,608.0,44.4,570.0,46.0,58.8,17.3,11.4,10.9,14.7,52.9,6.0,20.1,13.0,18.4,27.9,24.9,45.9,42.6,43.5
398,29.8,0.0,0.7,270.0,81,999.8,0.4,1.97,36.2,331.0,43.0,333.0,53.3,86.0,11.2,7.3,7.1,24.9,31.1,10.0,18.0,20.4,28.7,47.8,39.6,76.8,26.9,11.8
399,29.7,0.0,0.7,320.0,79,999.3,0.3,1.68,34.3,807.0,40.1,860.0,47.7,93.5,25.9,16.3,13.3,25.5,78.7,9.6,27.9,21.4,29.8,46.9,41.9,79.7,70.9,13.2
400,29.9,0.0,0.7,250.0,77,998.9,0.6,1.8,34.5,694.0,47.4,729.0,50.4,74.7,21.8,12.8,13.8,20.8,67.1,8.1,23.2,17.9,24.0,39.1,35.5,66.1,64.6,27.2
401,28.8,0.0,2.0,270.0,91,998.7,0.5,1.04,31.4,455.0,40.1,490.0,42.1,47.2,15.2,7.3,9.0,14.9,45.4,6.2,16.7,13.1,15.8,27.8,25.5,47.5,35.8,11.7
402,28.5,0.0,1.3,290.0,93,998.6,0.0,0.42,29.3,222.0,32.9,226.0,31.3,20.5,6.6,2.5,4.1,6.9,22.0,2.9,8.2,6.5,7.4,13.2,11.8,22.4,26.9,11.6
403,28.4,0.0,0.7,290.0,93,998.9,0.6,0.46,28.6,47.0,29.7,44.0,28.5,2.2,1.4,0.5,0.9,1.4,4.2,0.9,2.1,1.6,1.7,3.8,2.8,4.9,6.0,2.5
404,26.9,0.0,1.3,250.0,97,999.3,0.1,0.16,27.2,0.0,26.5,0.0,25.3,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,26.3,0.0,0.8,250.0,98,999.9,0.0,0.0,26.4,0.0,26.1,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,25.1,0.0,1.4,230.0,99,1000.8,0.0,0.0,25.8,0.0,26.9,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,25.2,0.0,1.2,230.0,99,1000.8,0.0,0.0,25.8,0.0,25.6,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,24.7,0.0,1.8,230.0,99,1001.0,0.0,0.0,25.6,0.0,25.1,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,24.4,0.0,1.3,230.0,99,1001.0,0.0,0.0,25.4,0.0,25.3,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,24.1,0.0,0.9,230.0,99,1001.2,0.0,0.0,25.3,0.0,24.7,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,24.1,0.0,0.0,0.0,99,1001.2,0.0,0.0,25.2,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,24.0,0.0,0.0,0.0,99,1001.3,0.0,0.0,25.1,0.0,24.4,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,23.7,0.0,0.0,0.0,99,1001.7,0.0,0.0,24.6,0.0,24.1,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,23.8,0.0,0.0,0.0,99,1001.7,0.0,0.07,24.9,6.0,24.0,6.0,22.9,0.0,0.0,0.0,0.0,-0.2,-0.4,0.2,0.1,0.0,0.0,0.5,0.0,0.0,0.7,0.1
415,24.1,0.0,0.0,0.0,99,1001.8,0.0,0.19,25.5,55.0,26.5,52.0,25.6,4.6,1.7,0.9,0.7,1.0,3.7,0.8,1.9,1.2,1.6,3.2,2.4,4.4,5.5,1.9
416,24.5,0.0,0.0,0.0,99,1002.0,0.0,0.39,26.7,180.0,30.8,165.0,29.7,16.9,6.1,3.9,3.6,4.4,15.2,2.2,5.8,4.0,5.6,9.9,8.1,15.1,21.2,7.3
417,26.2,0.0,0.0,0.0,99,1001.8,0.5,1.48,29.9,576.0,41.3,478.0,38.9,63.3,18.8,13.7,10.1,9.9,43.7,4.6,15.8,11.3,14.6,24.1,20.1,38.3,37.2,9.4
418,27.8,0.0,0.0,0.0,95,1001.5,0.9,2.21,33.7,838.0,40.2,759.0,47.8,35.5,25.4,17.9,15.5,18.7,68.1,7.7,20.9,17.8,24.1,39.7,34.0,65.1,64.3,25.8
419,29.9,0.0,0.0,0.0,82,1001.3,1.0,3.07,38.7,934.0,46.5,890.0,53.2,104.9,26.1,19.2,5.5,22.8,79.3,3.7,26.6,19.4,28.7,46.4,41.8,74.9,75.6,20.3
420,30.6,0.0,0.1,0.0,70,1001.1,1.0,3.16,39.1,963.0,45.2,978.0,50.2,96.5,30.2,20.9,14.5,23.8,85.1,9.7,23.6,22.9,31.4,46.9,42.6,79.2,77.1,26.0
421,30.9,0.0,0.0,0.0,74,1001.0,0.6,2.3,37.9,933.0,55.4,914.0,60.3,84.1,33.1,18.9,19.2,24.2,79.8,11.4,29.7,28.3,38.8,52.8,37.4,92.4,49.9,28.5
422,31.1,0.0,0.2,0.0,69,1000.7,0.5,2.51,37.5,445.0,44.4,442.0,49.5,53.6,14.1,9.3,9.8,13.4,39.9,5.1,14.9,10.9,15.3,24.9,23.1,42.7,41.8,22.0
423,30.9,0.0,0.0,0.0,66,1000.5,0.4,1.78,35.1,785.0,46.8,814.0,48.8,76.6,24.4,15.4,15.7,23.8,74.8,9.4,25.2,20.0,28.0,45.4,39.1,73.2,48.1,15.2
424,30.6,0.0,0.9,270.0,71,1000.5,0.2,1.3,33.8,492.0,38.3,493.0,39.2,61.1,16.8,10.2,10.1,15.9,49.5,6.1,17.3,12.8,17.3,28.9,26.3,47.7,36.0,20.2
425,29.2,0.0,1.1,20.0,88,1000.5,0.3,1.13,31.7,185.0,35.6,171.0,34.0,18.5,6.0,3.6,3.5,4.8,15.5,2.2,5.8,4.5,5.9,10.2,8.7,15.9,22.4,6.9
426,29.5,0.0,0.6,320.0,85,1000.7,0.4,0.91,31.3,278.0,35.0,294.0,36.2,29.2,8.6,4.0,5.5,9.0,28.0,3.7,10.3,7.9,9.6,16.9,14.9,28.3,28.9,12.0
427,25.3,3.7,1.4,180.0,99,1001.0,0.0,0.25,28.7,64.0,32.2,63.0,31.3,4.5,1.9,1.0,1.0,1.4,4.8,1.0,2.2,1.7,2.1,4.0,3.1,5.7,6.0,2.5
428,25.2,0.0,0.7,180.0,99,1001.7,0.0,0.17,27.8,0.0,28.0,0.0,25.8,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,25.1,0.0,0.0,0.0,99,1001.9,0.0,0.0,27.0,0.0,26.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,25.2,0.0,0.0,0.0,99,1002.6,0.0,0.0,26.4,0.0,25.5,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,25.0,0.0,0.0,0.0,99,1002.9,0.0,0.0,25.9,0.0,25.8,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,24.6,0.0,0.0,0.0,99,1003.1,0.0,0.0,25.6,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,24.4,0.0,0.0,0.0,99,1003.3,0.0,0.0,25.2,0.0,24.6,0.0,22.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,24.3,0.0,0.0,0.0,99,1003.2,0.0,0.0,24.9,0.0,24.1,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,24.0,0.0,0.0,0.0,99,1003.2,0.0,0.0,24.7,0.0,24.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,23.6,0.0,0.6,110.0,99,1003.0,0.0,0.0,24.4,0.0,23.7,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,23.6,0.0,0.0,0.0,99,1003.4,0.0,0.0,24.1,0.0,23.9,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,23.6,0.0,0.0,0.0,99,1003.6,0.0,0.07,24.8,4.0,24.4,3.0,22.8,0.0,0.0,0.0,0.0,-0.2,-0.4,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3,0.1
439,23.9,0.0,0.0,0.0,99,1003.6,0.0,0.19,25.7,45.0,24.4,41.0,22.8,1.5,1.2,0.6,0.7,0.7,2.5,0.8,1.2,1.1,1.4,2.9,1.9,3.7,3.7,1.9
440,24.1,0.0,0.4,0.0,99,1004.0,0.0,0.51,27.0,110.0,26.9,104.0,25.8,10.8,3.7,2.2,2.0,2.5,8.8,1.5,3.5,2.6,3.4,5.7,4.8,8.2,9.5,4.1
441,25.8,0.0,0.0,0.0,99,1004.2,0.5,1.44,29.5,631.0,33.1,526.0,36.6,59.2,17.6,15.3,8.1,8.5,48.0,4.7,13.2,12.6,13.2,20.5,11.9,22.4,45.4,20.4
442,28.2,0.0,0.0,0.0,95,1004.1,1.0,2.46,33.1,728.0,40.8,652.0,44.9,71.9,23.1,16.8,14.1,16.4,60.2,7.1,20.2,15.8,21.6,36.0,31.1,57.8,58.0,24.8
443,30.4,0.0,0.0,0.0,79,1004.0,1.0,2.99,37.8,886.0,46.5,845.0,54.7,89.3,26.5,18.5,17.0,20.9,74.1,8.8,24.3,19.2,27.2,43.3,37.7,72.3,73.1,30.2
444,31.6,0.0,2.8,180.0,66,1003.9,1.0,3.36,40.4,965.0,46.9,946.0,53.5,103.0,28.9,19.9,18.0,11.0,83.2,9.3,26.6,21.5,30.1,44.2,14.7,72.4,77.9,33.0
445,32.5,0.0,1.9,180.0,65,1004.2,1.0,3.53,42.1,986.0,51.6,1018.0,60.2,109.3,29.8,19.2,18.7,26.2,87.0,10.1,28.9,22.8,32.0,50.3,45.6,85.4,83.8,36.0
446,32.5,0.0,2.3,200.0,58,1003.9,1.0,3.39,41.7,607.0,49.0,648.0,59.4,46.5,19.0,12.0,9.7,15.1,55.9,6.8,14.2,14.3,20.8,25.9,24.9,44.7,40.5,17.4
447,31.6,0.0,2.7,160.0,64,1003.8,1.0,2.64,39.9,688.0,47.1,752.0,54.6,86.9,21.6,14.5,16.3,23.7,68.8,8.9,28.5,23.2,29.6,45.6,39.6,75.9,74.6,34.7
448,31.4,0.0,3.4,180.0,63,1003.7,1.0,2.09,38.0,774.0,49.9,817.0,53.4,87.6,26.2,12.7,12.6,17.5,75.4,8.1,18.4,15.5,20.4,29.8,32.5,59.9,51.1,19.8
449,30.3,0.0,4.0,200.0,66,1003.6,0.9,1.77,35.4,363.0,39.8,375.0,42.3,28.9,11.8,5.8,6.0,10.3,35.6,4.9,7.8,8.6,11.8,16.7,17.8,26.5,23.5,14.2
450,29.0,0.0,0.8,200.0,62,1003.6,0.1,0.68,32.2,96.0,34.2,93.0,33.8,8.3,3.3,1.6,1.6,2.7,8.0,1.4,3.3,2.5,3.1,5.9,4.9,8.9,8.7,3.8
451,28.5,0.0,1.4,160.0,64,1003.9,0.4,0.37,29.8,15.0,31.7,13.0,31.2,-0.8,0.4,0.0,0.0,0.1,0.3,0.4,0.7,0.0,0.0,0.7,0.0,0.3,1.9,0.7
452,27.1,0.0,1.2,230.0,69,1004.1,0.0,0.09,27.8,0.0,28.7,0.0,25.8,0.0,0.0,0.0,0.0,-0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,26.4,0.0,1.1,180.0,74,1004.5,0.0,0.0,26.6,0.0,27.9,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,26.3,0.0,0.0,0.0,80,1005.2,0.0,0.0,26.0,0.0,26.9,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,25.4,0.0,1.1,230.0,83,1005.8,0.0,0.0,25.4,0.0,26.1,0.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,25.1,0.0,0.7,200.0,84,1005.9,0.0,0.0,25.0,0.0,24.8,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,24.9,0.0,1.3,160.0,85,1005.7,0.0,0.0,24.5,0.0,24.1,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,24.8,0.0,1.3,110.0,88,1005.2,0.0,0.0,24.3,0.0,24.0,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,24.7,0.0,0.7,50.0,89,1005.0,0.0,0.0,24.2,0.0,24.2,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,24.4,0.0,1.3,90.0,94,1004.6,0.0,0.0,24.5,0.0,24.2,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,24.6,0.0,0.8,90.0,97,1004.8,0.0,0.0,24.4,0.0,24.2,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,25.3,0.0,1.5,140.0,97,1004.9,0.0,0.08,24.8,34.0,24.8,30.0,22.8,0.8,0.9,0.4,0.0,0.3,1.4,0.5,1.0,0.7,0.8,0.9,0.0,1.0,2.8,1.1
463,26.0,0.0,2.9,180.0,95,1004.5,0.1,0.33,25.9,106.0,27.4,93.0,26.4,8.9,3.7,2.1,1.9,2.3,8.0,1.4,3.2,2.5,3.3,5.9,4.7,8.7,7.4,2.5
464,26.5,0.0,2.4,180.0,94,1004.7,0.0,0.6,27.4,175.0,30.6,154.0,30.0,14.7,6.1,3.6,2.8,4.1,14.5,2.1,4.6,4.2,5.4,9.0,7.3,13.1,14.9,5.3
465,25.4,0.0,1.4,180.0,97,1005.2,0.0,0.48,27.1,64.0,29.6,62.0,28.5,5.8,2.3,1.2,1.1,1.6,4.9,1.0,2.5,1.7,2.3,4.3,3.5,6.3,5.5,2.0
466,24.4,0.0,3.1,200.0,99,1005.5,0.0,0.34,26.8,59.0,24.4,55.0,23.0,6.4,2.2,1.2,1.3,1.5,4.7,1.0,2.4,1.5,2.0,4.0,3.1,5.5,7.1,3.9
467,22.9,2.5,4.1,200.0,99,1005.9,0.0,0.24,25.7,15.0,23.1,15.0,22.9,0.5,0.6,0.0,0.0,0.1,0.0,0.5,0.8,0.2,0.0,0.0,0.0,0.4,2.2,0.8
468,21.9,3.7,0.8,200.0,99,1005.6,0.0,0.18,24.7,25.0,22.3,22.0,20.2,0.8,0.9,0.3,0.0,0.2,1.8,0.6,1.0,0.7,0.8,1.0,0.0,0.9,2.8,1.1
469,22.4,3.2,1.4,160.0,99,1004.9,0.0,0.27,25.0,57.0,22.4,51.0,22.7,5.0,2.2,1.2,1.1,1.4,4.8,0.9,2.1,1.5,1.9,3.8,2.9,5.2,5.6,2.3
470,22.8,2.5,0.0,0.0,99,1004.9,0.0,0.29,25.2,54.0,22.5,52.0,22.8,4.9,2.1,1.1,0.0,1.2,4.8,0.9,2.0,1.4,1.9,3.6,2.8,5.1,5.6,2.3
471,23.5,0.5,0.0,0.0,99,1004.7,0.0,0.43,26.2,108.0,23.2,100.0,23.0,11.4,4.2,2.5,2.4,3.0,9.8,1.6,3.9,2.8,3.8,6.9,5.5,10.3,10.6,4.3
472,24.3,0.2,0.0,0.0,99,1004.3,0.0,0.64,27.4,104.0,25.2,97.0,25.6,9.9,3.8,2.3,2.3,2.7,8.7,1.5,3.6,2.6,3.5,6.4,5.2,9.6,10.0,4.0
473,24.3,0.4,0.0,0.0,99,1004.0,0.0,0.42,26.9,35.0,24.4,33.0,23.0,1.6,1.2,0.5,0.0,0.6,2.3,0.6,1.3,0.9,1.1,1.0,1.7,3.0,3.4,1.3
