,AirTempC,RainfallMm,WindSpeedMs,WindDirection,HumidityPercent,PressureHpa,SunshineHours,SolarRadiationMJm2,GroundTempC,HorizontalSurfaceTemp,OutdoorTemp,InclinedSurfaceTemp,ModuleTemp,SoccerField,StudentCenter,CentralWarehouse,AcademicBuilding,DasanBuilding,FacilitiesManagement,CollegeC,AnimalLab,MainLibrary,LGLibrary,RenewableEnergy,SamsungEnvBuilding,CentralResearchEquip,IndustryCollab,DormB
362,23.4,0.0,0.3,0,97,991.1,0.0,0.0,22.7,0.0,22.6,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,22.9,0.0,0.0,0,98,990.9,0.0,0.0,22.4,0.0,20.7,0.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,22.8,0.0,0.6,290,99,991.0,0.0,0.0,21.8,0.0,20.2,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,22.6,0.0,0.4,0,99,991.3,0.0,0.0,21.5,0.0,21.5,0.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,22.4,0.0,0.4,0,99,991.3,0.0,0.08,21.9,33.0,21.7,20.0,20.0,0.5,0.8,0.3,0.0,0.1,0.0,0.5,0.8,0.5,0.5,0.9,0.0,0.4,2.3,0.9
367,23.4,0.0,0.5,70,98,991.6,0.6,0.41,23.4,156.0,26.8,74.0,21.4,4.5,4.0,3.1,2.2,0.9,4.6,0.9,2.0,1.6,1.9,4.8,2.9,5.2,5.9,2.7
368,24.5,0.0,0.8,250,95,992.0,1.0,0.88,27.5,380.0,36.9,255.0,31.1,29.0,13.0,10.0,7.0,5.0,21.0,2.7,7.9,6.2,6.4,15.7,12.2,22.4,23.1,10.0
369,25.8,0.0,0.6,270,89,992.3,1.0,1.85,33.9,587.0,43.0,485.0,40.8,56.6,20.7,15.0,11.5,11.9,45.3,5.4,15.4,12.3,15.5,28.5,23.7,44.6,44.8,19.2
370,27.8,0.0,0.3,0,77,992.1,1.0,2.39,40.2,749.0,43.4,699.0,44.9,78.9,22.0,17.1,7.4,16.8,65.3,7.8,20.9,15.6,21.8,36.9,26.6,59.3,48.0,27.6
371,28.9,0.0,1.9,200,74,991.8,1.0,2.73,43.5,896.0,45.6,913.0,50.4,83.1,31.6,21.1,9.2,23.3,82.3,9.8,29.7,23.1,31.2,48.7,44.2,86.1,85.2,35.3
372,29.5,0.0,1.8,270,63,991.7,1.0,2.92,44.9,675.0,44.3,655.0,48.4,80.9,29.0,15.4,7.5,21.0,67.7,8.3,25.1,20.7,28.0,44.8,36.2,71.5,65.4,30.6
373,29.5,0.0,1.1,290,65,991.4,0.7,2.5,41.9,988.0,48.2,1029.0,55.8,39.9,33.3,21.5,9.5,27.1,92.9,10.2,31.5,24.2,33.4,52.5,49.2,90.0,91.7,35.9
374,31.9,0.0,2.4,270,55,991.2,0.9,3.15,53.7,491.0,46.3,410.0,50.7,29.9,11.3,15.5,10.5,29.2,39.7,8.9,32.0,22.4,31.9,41.4,50.9,96.6,94.4,41.2
375,31.4,0.0,2.7,270,56,991.1,1.0,3.27,53.1,789.0,43.1,836.0,47.9,95.8,27.8,16.2,7.9,24.6,80.9,9.6,27.0,21.4,29.9,46.9,42.3,79.2,78.4,32.8
376,30.9,0.0,1.9,320,55,991.1,1.0,2.84,50.6,595.0,40.7,640.0,44.9,67.3,22.0,11.5,6.3,20.2,64.4,8.0,21.7,17.2,22.9,38.0,33.6,63.7,63.6,27.0
377,30.4,0.0,2.1,290,59,991.2,0.8,1.67,44.9,404.0,38.0,434.0,40.9,45.1,15.0,6.5,4.2,13.7,41.3,5.9,15.2,12.2,14.5,26.6,23.9,45.4,45.1,19.9
378,29.6,0.0,1.2,320,60,991.7,1.0,1.38,39.2,124.0,32.6,60.0,31.9,19.3,6.0,1.7,1.6,6.2,20.5,2.4,8.1,5.5,5.8,12.0,10.8,20.3,22.6,8.3
379,27.3,0.0,1.8,340,69,992.2,0.6,0.49,30.3,27.0,27.9,25.0,25.8,0.7,0.8,0.0,0.0,0.5,1.3,0.6,1.1,0.7,0.8,0.9,0.0,1.8,3.1,1.2
380,26.2,0.0,1.2,290,79,992.3,0.0,0.11,27.4,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,25.6,0.0,1.0,320,87,993.1,0.0,0.0,26.3,0.0,25.7,0.0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,25.2,0.0,0.4,0,86,993.5,0.0,0.0,25.1,0.0,24.3,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,25.1,0.0,0.7,290,88,993.3,0.0,0.0,24.9,0.0,23.9,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,25.0,0.0,0.8,270,91,993.4,0.0,0.0,24.8,0.0,23.2,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,24.6,0.0,0.7,230,95,993.2,0.0,0.0,24.2,0.0,23.0,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,24.5,0.0,1.0,250,97,992.9,0.0,0.0,24.2,0.0,22.8,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,24.1,0.0,1.1,250,98,993.0,0.0,0.0,24.0,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,24.0,0.0,0.7,230,99,992.9,0.0,0.0,24.1,0.0,23.8,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,23.8,0.0,1.2,200,99,993.4,0.0,0.0,24.3,0.0,22.7,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,23.8,0.0,1.2,250,99,993.8,0.0,0.07,24.3,0.0,23.0,0.0,20.2,0.0,0.0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0
391,24.1,0.0,1.4,230,99,994.2,0.0,0.11,24.9,64.0,24.1,59.0,22.8,5.2,2.2,1.1,1.0,1.3,4.7,0.9,2.1,1.5,2.0,3.9,2.9,5.3,6.0,2.5
392,25.1,0.0,0.8,200,99,994.4,0.0,0.42,27.9,151.0,28.0,131.0,28.1,12.9,5.4,3.2,3.2,3.8,12.1,1.9,4.6,3.6,4.9,8.7,6.9,12.9,13.2,6.0
393,26.1,0.0,1.3,230,98,994.5,0.0,0.97,32.0,299.0,36.6,272.0,36.6,31.7,11.1,7.0,6.3,8.2,26.6,3.5,9.1,7.3,9.9,16.7,14.1,26.2,25.5,11.2
394,26.5,0.0,1.2,270,94,994.5,0.0,0.89,33.9,192.0,32.9,191.0,33.4,25.8,7.6,4.5,3.7,5.3,18.7,2.3,6.3,4.6,6.2,10.6,9.3,16.5,17.3,7.4
395,25.3,0.0,2.4,200,99,994.5,0.0,0.59,29.2,204.0,31.6,190.0,31.1,23.6,7.9,4.7,4.4,6.0,19.0,2.6,6.8,5.2,7.1,12.0,10.2,18.8,19.3,8.3
396,26.9,0.0,2.3,250,94,994.4,0.0,1.26,37.0,419.0,38.9,406.0,40.6,54.9,16.0,9.7,7.5,12.4,40.7,4.7,13.6,10.5,14.2,22.9,20.5,36.8,37.9,14.3
397,28.3,0.0,2.1,250,84,994.1,0.0,2.16,42.7,504.0,38.9,488.0,41.2,58.0,18.6,11.8,10.3,14.3,48.9,5.9,16.1,12.4,16.8,27.4,24.7,45.4,45.9,18.9
398,28.6,0.0,1.2,360,78,993.5,0.0,1.58,39.3,364.0,38.2,349.0,39.4,42.7,13.5,8.2,7.6,10.8,34.4,4.3,12.1,9.2,12.6,20.8,18.2,33.6,34.2,14.3
399,29.3,0.0,1.2,270,76,993.4,0.1,1.57,40.0,340.0,37.5,331.0,37.7,42.2,12.9,7.9,7.3,10.5,33.0,4.2,11.9,8.9,12.1,20.1,17.7,32.8,33.8,14.0
400,28.7,0.0,1.4,250,77,993.1,0.0,1.14,36.1,192.0,35.7,177.0,34.0,20.9,7.1,4.2,4.0,5.1,16.6,2.4,6.3,4.8,6.5,11.1,9.3,17.2,17.6,7.5
401,28.6,0.0,1.0,230,87,993.0,0.0,0.69,34.3,238.0,35.3,225.0,33.9,26.7,8.8,4.9,5.1,6.9,22.1,3.0,7.9,6.2,8.4,13.9,11.9,22.1,22.7,9.8
402,27.8,0.0,2.7,230,92,992.7,0.0,0.5,31.7,90.0,31.5,85.0,31.2,8.5,3.2,1.8,1.6,2.3,7.0,1.2,3.1,2.2,3.0,5.4,4.4,8.0,8.5,3.6
403,27.3,0.0,1.9,230,92,992.9,0.0,0.24,29.1,11.0,28.2,10.0,26.3,-1.2,0.2,0.0,0.0,-0.2,-0.4,0.3,0.4,0.1,0.0,0.6,0.0,0.0,1.0,0.0
404,26.7,0.0,1.4,230,96,993.5,0.0,0.07,27.5,0.0,27.0,0.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,27.0,0.0,1.7,200,97,994.1,0.0,0.0,26.9,0.0,26.4,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,26.6,0.0,1.7,180,98,994.8,0.0,0.0,26.4,0.0,26.1,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,26.2,0.0,0.7,110,98,994.6,0.0,0.0,26.3,0.0,26.3,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,26.5,0.0,0.3,0,95,994.3,0.0,0.0,26.1,0.0,27.0,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,24.5,2.5,2.3,200,99,994.6,0.0,0.0,25.0,0.0,24.6,0.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,23.5,0.2,1.3,70,99,993.3,0.0,0.0,24.6,0.0,24.2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,21.4,2.7,0.7,340,99,993.9,0.0,0.0,23.4,0.0,22.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,20.7,6.9,1.5,90,99,993.2,0.0,0.0,22.3,0.0,19.9,0.0,19.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,20.6,6.3,2.5,70,99,993.0,0.0,0.0,21.7,0.0,20.3,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,21.0,13.4,0.6,250,99,992.6,0.0,0.06,21.6,0.0,20.8,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,21.2,2.2,1.9,70,99,991.7,0.0,0.08,22.4,24.0,21.2,23.0,20.0,0.7,0.8,0.2,0.0,0.1,1.4,0.5,0.9,0.6,0.5,0.0,0.0,0.7,2.5,1.0
416,21.5,4.5,1.9,320,99,991.8,0.0,0.18,22.7,11.0,21.6,11.0,20.1,0.0,0.3,0.0,0.0,-0.0,0.3,0.4,0.7,0.2,0.0,0.7,0.0,0.0,2.0,0.8
417,22.3,2.5,0.3,0,99,991.7,0.0,0.35,24.9,97.0,22.4,91.0,22.8,11.3,3.8,2.3,1.9,2.4,0.0,1.4,3.1,2.5,3.4,6.1,4.9,8.9,7.5,3.8
418,22.8,0.6,1.1,50,99,990.9,0.0,0.41,25.4,35.0,22.3,34.0,21.2,2.2,1.4,0.6,0.3,0.8,3.1,0.6,1.3,1.0,1.2,2.1,1.8,3.3,3.6,1.4
419,23.0,1.7,0.4,0,99,991.0,0.0,0.25,25.2,55.0,23.0,56.0,22.8,8.0,2.3,1.3,1.2,1.8,5.5,1.0,2.8,1.7,2.0,4.3,3.6,6.3,7.8,2.8
420,23.2,1.0,1.5,70,99,990.5,0.0,0.28,25.2,24.0,23.1,22.0,22.8,0.8,0.9,0.3,0.0,0.2,1.6,0.6,1.2,0.7,0.9,0.9,0.0,2.2,3.3,1.1
421,23.8,2.8,0.4,0,99,990.3,0.0,0.26,25.6,108.0,23.9,101.0,23.5,11.6,4.6,2.8,2.6,3.5,10.8,1.8,4.5,3.3,4.5,8.0,6.5,12.0,12.0,5.1
422,24.1,1.3,1.0,180,99,989.9,0.0,0.37,26.2,87.0,24.7,83.0,25.6,9.8,3.5,1.9,0.6,2.4,8.1,1.2,3.3,2.1,2.8,5.5,4.6,8.3,9.2,3.6
423,25.3,0.1,1.5,230,99,989.7,0.0,0.4,28.0,254.0,26.9,241.0,28.3,30.5,10.2,6.1,3.9,6.6,25.7,2.7,6.9,6.3,8.2,12.5,11.3,19.4,20.6,7.6
424,25.1,0.3,2.3,200,99,989.1,0.0,0.4,27.1,65.0,26.9,60.0,25.8,3.9,2.4,1.3,1.2,1.4,5.0,1.0,1.9,1.7,2.3,4.0,2.7,5.2,5.0,2.6
425,25.5,3.9,2.5,200,99,988.9,0.0,0.3,27.4,11.0,25.1,11.0,24.2,-0.6,0.3,0.0,0.0,-0.2,-0.0,0.2,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.0
426,25.7,0.1,3.2,230,99,989.0,0.0,0.22,27.2,11.0,25.3,12.0,24.4,-0.3,0.0,0.0,0.0,-0.1,-0.1,0.3,0.5,0.1,0.0,0.0,0.0,0.0,1.3,0.0
427,25.8,0.0,2.1,230,99,989.3,0.0,0.16,26.6,0.0,25.3,1.0,24.3,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.1,-0.1
428,25.6,0.4,2.2,230,99,989.6,0.0,0.07,26.1,0.0,25.5,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,25.6,0.7,2.2,230,99,990.1,0.0,0.0,26.0,0.0,25.8,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,25.5,0.0,3.6,230,99,990.8,0.0,0.0,25.9,0.0,25.9,0.0,24.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,25.3,0.0,3.1,230,99,990.9,0.0,0.0,25.8,0.0,25.5,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,24.8,0.0,3.2,230,99,990.9,0.0,0.0,25.4,0.0,24.7,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,24.3,0.0,1.8,250,99,991.5,0.0,0.0,25.1,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,24.0,0.1,1.7,250,99,991.6,0.0,0.0,25.0,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,23.9,0.2,0.7,230,99,991.6,0.0,0.0,25.0,0.0,24.6,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,23.8,0.4,0.5,320,99,991.9,0.0,0.0,24.9,0.0,23.3,0.0,22.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,23.3,0.0,1.4,320,99,992.3,0.0,0.0,23.9,0.0,23.2,0.0,21.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,23.1,0.0,1.8,340,99,993.3,0.0,0.07,23.7,6.0,22.4,5.0,20.2,0.0,0.1,0.0,0.0,-0.2,-0.1,0.3,0.4,0.0,0.0,0.5,0.0,0.0,1.0,0.0
439,23.0,0.0,0.4,0,99,993.8,0.6,0.41,23.7,42.0,24.5,27.0,22.8,2.2,1.5,0.9,0.9,0.8,2.2,0.7,1.6,1.0,1.2,3.0,2.0,3.7,4.8,2.0
440,24.7,0.0,0.6,290,99,994.1,1.0,1.14,27.9,159.0,30.7,114.0,28.3,29.9,8.5,4.8,4.1,4.7,10.9,1.8,6.1,5.9,6.9,12.2,12.6,15.5,11.9,7.1
441,25.6,0.0,1.8,340,96,995.3,0.6,1.52,30.7,673.0,36.3,589.0,36.6,69.8,27.3,15.1,4.8,11.4,56.7,4.0,18.7,9.9,12.9,21.2,22.1,36.8,56.0,12.7
442,26.4,0.0,0.9,320,93,995.6,0.5,1.64,34.7,771.0,41.1,689.0,44.0,80.7,26.8,18.5,16.0,17.5,65.9,7.8,22.1,17.5,23.9,39.5,33.6,63.1,63.9,27.5
443,28.1,0.0,0.8,360,84,995.4,1.0,3.04,39.5,599.0,39.4,605.0,42.1,25.1,10.1,7.5,17.5,8.6,35.7,4.2,9.2,8.4,11.5,18.5,14.4,28.0,27.4,26.4
444,28.7,0.0,1.3,290,80,995.5,0.7,2.71,40.0,306.0,43.0,284.0,48.8,119.5,10.9,6.7,18.8,8.4,26.7,7.6,9.7,7.9,11.1,17.9,14.5,28.0,27.4,29.8
445,29.8,0.0,1.2,290,70,995.2,0.8,2.95,42.3,974.0,44.5,975.0,53.1,103.8,31.1,20.1,18.3,25.5,87.8,10.2,27.7,23.7,33.1,50.7,44.8,84.7,90.9,36.3
446,30.3,0.0,1.8,290,68,995.3,0.7,2.5,40.3,804.0,42.0,842.0,49.0,91.7,27.3,16.4,14.7,22.9,77.7,8.4,24.5,19.5,26.7,43.2,39.1,71.6,73.5,28.2
447,30.2,0.0,2.0,320,64,995.5,0.7,2.25,39.6,779.0,41.7,841.0,47.7,97.2,27.7,16.3,15.6,24.6,80.6,9.5,26.4,21.5,29.7,45.7,41.9,77.9,78.0,31.7
448,29.7,0.0,1.9,340,69,995.9,1.0,2.45,38.0,608.0,38.4,659.0,43.3,72.8,22.5,11.8,13.0,21.0,65.9,8.1,22.5,18.2,24.4,39.1,35.1,66.0,66.1,27.8
449,29.6,0.0,1.5,270,66,996.1,1.0,2.03,36.1,444.0,36.4,478.0,38.5,50.6,15.0,7.0,7.2,12.1,42.9,5.2,14.8,12.3,14.0,25.3,22.0,42.8,39.8,15.4
450,28.1,0.0,2.3,270,71,996.5,0.8,0.98,30.1,94.0,30.6,90.0,29.9,8.7,3.4,1.8,1.7,2.5,7.8,1.4,3.3,2.5,3.2,5.8,4.8,8.8,9.2,4.0
451,27.3,0.0,1.4,290,78,997.4,0.5,0.47,28.1,56.0,28.2,52.0,26.3,3.8,1.8,0.8,0.9,1.3,3.8,0.9,2.0,1.4,1.8,3.6,2.7,4.9,5.5,2.3
452,26.0,0.0,0.9,290,88,998.1,0.0,0.12,25.4,0.0,25.2,0.0,23.0,0.0,0.0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,25.5,0.0,0.6,230,96,998.5,0.0,0.0,24.8,0.0,24.2,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,25.0,0.0,0.2,0,98,998.9,0.0,0.0,24.3,0.0,23.1,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,24.5,0.0,0.1,0,99,999.0,0.0,0.0,24.1,0.0,22.9,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,24.2,0.0,0.2,0,99,998.9,0.0,0.0,23.6,0.0,23.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,24.0,0.0,0.0,0,99,998.9,0.0,0.0,23.5,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,23.9,0.0,0.8,270,99,999.1,0.0,0.0,23.3,0.0,22.4,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,23.3,0.0,0.4,0,99,999.1,0.0,0.0,23.0,0.0,22.6,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,23.0,0.0,0.3,0,99,999.4,0.0,0.0,22.6,0.0,22.3,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,23.1,0.0,0.0,0,99,999.5,0.0,0.0,23.2,0.0,22.5,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,23.3,0.0,0.1,0,99,999.9,0.0,0.07,23.4,9.0,22.9,8.0,20.2,0.0,0.2,0.0,0.0,-0.2,-0.1,0.3,0.4,0.1,0.0,0.6,0.0,0.0,1.0,0.0
463,23.5,0.0,0.1,0,99,1000.1,0.4,0.39,24.4,189.0,28.8,92.0,23.0,8.5,5.2,4.0,2.7,1.7,6.4,1.1,2.9,2.0,2.5,6.2,4.0,7.2,8.1,3.2
464,25.1,0.0,1.3,70,99,1000.1,1.0,1.12,28.9,242.0,31.0,186.0,28.3,20.9,8.6,6.0,4.9,4.7,16.9,2.4,6.5,5.0,6.1,12.1,9.6,18.0,19.0,8.4
465,26.1,0.0,0.5,360,91,1000.2,1.0,1.56,32.0,550.0,31.0,445.0,33.9,32.5,19.0,13.0,5.6,7.0,41.8,3.2,9.3,7.4,8.6,16.7,14.4,25.1,43.1,11.2
466,27.9,0.0,1.3,90,79,999.8,1.0,2.45,36.1,510.0,31.5,470.0,38.5,54.6,18.3,12.5,11.2,13.8,45.4,5.7,15.8,12.7,17.1,28.5,24.5,45.8,42.6,20.0
467,29.1,0.0,1.4,70,69,999.7,1.0,2.4,38.9,895.0,38.3,873.0,49.3,103.2,30.0,20.0,18.0,22.8,79.6,9.2,26.8,20.9,29.3,47.0,41.7,78.3,77.6,32.4
468,30.1,0.0,1.9,50,65,999.1,1.0,3.04,40.9,912.0,38.3,938.0,53.2,109.2,30.6,19.8,8.8,23.6,83.6,9.8,28.2,22.4,31.4,49.0,42.6,82.0,81.3,34.8
469,30.3,0.0,0.1,0,59,998.8,0.9,2.57,39.2,901.0,45.2,909.0,53.0,108.0,30.1,18.7,8.7,24.0,82.1,9.3,28.1,21.5,30.2,47.9,43.1,79.9,81.8,33.8
470,31.8,0.0,1.5,70,53,998.3,1.0,3.27,45.3,700.0,40.1,711.0,47.7,87.6,25.2,14.7,5.8,19.0,67.5,6.9,22.1,16.4,23.1,36.4,33.5,62.0,68.3,24.6
471,31.8,0.0,1.3,230,57,997.9,0.9,2.27,41.6,757.0,40.6,817.0,50.4,91.4,26.4,15.2,7.2,22.7,76.1,8.8,25.1,19.9,27.9,43.7,38.7,73.3,73.4,30.9
472,32.4,0.0,1.9,230,57,997.7,1.0,2.58,45.0,354.0,41.2,394.0,47.7,36.3,12.2,8.0,2.4,9.0,37.3,4.5,9.9,11.0,14.7,16.8,18.8,28.6,30.5,12.1
473,31.8,0.0,2.0,270,50,997.6,0.8,1.77,39.8,208.0,39.0,195.0,39.8,22.4,7.4,4.0,2.1,6.1,18.6,2.7,7.4,5.4,7.3,12.5,11.0,20.6,21.3,9.3
474,30.8,0.0,2.2,250,58,997.6,0.2,0.7,33.7,72.0,33.5,67.0,31.3,5.7,2.4,1.2,0.0,1.6,5.0,1.0,2.3,1.7,2.2,4.2,3.3,6.0,6.6,2.7
475,29.2,0.0,3.9,230,72,997.5,0.0,0.23,30.6,16.0,30.4,15.0,28.5,-0.9,0.3,0.0,0.0,-0.1,0.0,0.4,0.5,0.1,0.0,0.7,0.0,0.0,1.6,0.0
476,27.5,0.0,2.8,230,88,997.6,0.0,0.07,28.7,0.0,28.6,0.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,26.8,0.1,1.3,230,93,998.3,0.0,0.0,27.3,0.0,25.8,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,25.5,0.7,0.7,180,99,997.8,0.0,0.0,26.9,0.0,26.8,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,25.5,0.0,0.8,160,99,996.9,0.0,0.0,26.4,0.0,27.2,0.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,25.4,0.0,4.3,230,91,997.2,0.0,0.0,25.7,0.0,25.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,22.3,1.2,3.6,200,98,996.8,0.0,0.0,24.2,0.0,22.5,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,22.7,0.6,2.5,180,99,995.3,0.0,0.0,23.9,0.0,23.1,0.0,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,24.3,0.0,2.2,180,99,994.4,0.0,0.0,24.5,0.0,23.0,0.0,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,24.5,0.1,2.2,230,99,993.9,0.0,0.0,25.0,0.0,23.7,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,24.3,0.4,1.6,230,99,993.5,0.0,0.0,25.1,0.0,22.7,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
